Data:    (DD/MM/AAAA)18/5/2019
Alfa: 1
Palavra: CLINTON
Palavra: AGREES
Palavra: WITH
Probabilidade: 0.5
Alfa: 1
Palavra: AGREES
Palavra: WITH
Palavra: JOHN
Probabilidade: 0.5
Alfa: 1
Palavra: WITH
Palavra: JOHN
Palavra: MCCAIN
Probabilidade: 0.5
Alfa: 1
Palavra: JOHN
Palavra: MCCAIN
Palavra: BY
Probabilidade: 0.5
Alfa: 1
Palavra: MCCAIN
Palavra: BY
Palavra: VOTING
Probabilidade: 0.5
Alfa: 1
Palavra: BY
Palavra: VOTING
Palavra: TO
Probabilidade: 0.5
Alfa: 1
Palavra: VOTING
Palavra: TO
Palavra: GIVE
Probabilidade: 0.5
Alfa: 1
Palavra: TO
Palavra: GIVE
Palavra: GEORGE
Probabilidade: 0.5
Alfa: 1
Palavra: GIVE
Palavra: GEORGE
Palavra: BUSH
Probabilidade: 0.5
Alfa: 1
Palavra: GEORGE
Palavra: BUSH
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: BUSH
Palavra: THE
Palavra: BENEFIT
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: BENEFIT
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: BENEFIT
Palavra: OF
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: THE
Palavra: DOUBT
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: DOUBT
Palavra: ON
Probabilidade: 0.5
Alfa: 1
Palavra: DOUBT
Palavra: ON
Palavra: IRAN.
Probabilidade: 0.5
Alfa: 1
['0.75', 'Hillary Clinton agrees with John McCain by voting to give George Bush the benefit of the doubt on Iran.']
Probabilidade do texto:  0.75
Probabilidade calculada: 0.6666641235351562
Palavra: HEALTH
Palavra: CARE
Palavra: REFORM
Probabilidade: 0.5
Alfa: 1
Palavra: CARE
Palavra: REFORM
Palavra: LEGISLATION
Probabilidade: 0.5
Alfa: 1
Palavra: REFORM
Palavra: LEGISLATION
Palavra: IS
Probabilidade: 0.5
Alfa: 1
Palavra: LEGISLATION
Palavra: IS
Palavra: LIKELY
Probabilidade: 0.5
Alfa: 1
Palavra: IS
Palavra: LIKELY
Palavra: TO
Probabilidade: 0.5
Alfa: 1
Palavra: LIKELY
Palavra: TO
Palavra: MANDATE
Probabilidade: 0.5
Alfa: 1
Palavra: TO
Palavra: MANDATE
Palavra: FREE
Probabilidade: 0.5
Alfa: 1
Palavra: MANDATE
Palavra: FREE
Palavra: SEX
Probabilidade: 0.5
Alfa: 1
Palavra: FREE
Palavra: SEX
Palavra: CHANGE
Probabilidade: 0.5
Alfa: 1
Palavra: SEX
Palavra: CHANGE
Palavra: SURGERIES.
Probabilidade: 0.5
Alfa: 1
['0', 'Health care reform legislation is likely to mandate free sex change surgeries.']
Probabilidade do texto:  0
Probabilidade calculada: 0.6669921875
Palavra: THE
Palavra: ECONOMIC
Palavra: TURNAROUND
Probabilidade: 0.5
Alfa: 1
Palavra: ECONOMIC
Palavra: TURNAROUND
Palavra: STARTED
Probabilidade: 0.5
Alfa: 1
Palavra: TURNAROUND
Palavra: STARTED
Palavra: AT
Probabilidade: 0.5
Alfa: 1
Palavra: STARTED
Palavra: AT
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: AT
Palavra: THE
Palavra: END
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: END
Palavra: OF
Probabilidade: 0.75
Alfa: 1
Palavra: END
Palavra: OF
Palavra: MY
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: MY
Palavra: TERM.
Probabilidade: 0.5
Alfa: 1
['0.5', 'The economic turnaround started at the end of my term.']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.708984375
Palavra: THE
Palavra: CHICAGO
Palavra: BEARS
Probabilidade: 0.5
Alfa: 1
Palavra: CHICAGO
Palavra: BEARS
Palavra: HAVE
Probabilidade: 0.5
Alfa: 1
Palavra: BEARS
Palavra: HAVE
Palavra: HAD
Probabilidade: 0.5
Alfa: 1
Palavra: HAVE
Palavra: HAD
Palavra: MORE
Probabilidade: 0.5
Alfa: 1
Palavra: HAD
Palavra: MORE
Palavra: STARTING
Probabilidade: 0.5
Alfa: 1
Palavra: MORE
Palavra: STARTING
Palavra: QUARTERBACKS
Probabilidade: 0.5
Alfa: 1
Palavra: STARTING
Palavra: QUARTERBACKS
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: QUARTERBACKS
Palavra: IN
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: THE
Palavra: LAST
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: LAST
Palavra: 10
Probabilidade: 0.5
Alfa: 1
Palavra: LAST
Palavra: 10
Palavra: YEARS
Probabilidade: 0.5
Alfa: 1
Palavra: 10
Palavra: YEARS
Palavra: THAN
Probabilidade: 0.5
Alfa: 1
Palavra: YEARS
Palavra: THAN
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: THAN
Palavra: THE
Palavra: TOTAL
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: TOTAL
Palavra: NUMBER
Probabilidade: 0.5
Alfa: 1
Palavra: TOTAL
Palavra: NUMBER
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: NUMBER
Palavra: OF
Palavra: TENURED
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: TENURED
Palavra: UW
Probabilidade: 0.5
Alfa: 1
Palavra: TENURED
Palavra: UW
Palavra: FACULTY
Probabilidade: 0.5
Alfa: 1
Palavra: UW
Palavra: FACULTY
Palavra: FIRED
Probabilidade: 0.5
Alfa: 1
Palavra: FACULTY
Palavra: FIRED
Palavra: DURING
Probabilidade: 0.5
Alfa: 1
Palavra: FIRED
Palavra: DURING
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: DURING
Palavra: THE
Palavra: LAST
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: LAST
Palavra: TWO
Probabilidade: 0.5
Alfa: 1
Palavra: LAST
Palavra: TWO
Palavra: DECADES.
Probabilidade: 0.5
Alfa: 1
['1', 'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured UW faculty fired during the last two decades.']
Probabilidade do texto:  1
Probabilidade calculada: 0.6666666567325592
Palavra: JIM
Palavra: DUNNAM
Palavra: HAS
Probabilidade: 0.5
Alfa: 1
Palavra: DUNNAM
Palavra: HAS
Palavra: NOT
Probabilidade: 0.5
Alfa: 1
Palavra: HAS
Palavra: NOT
Palavra: LIVED
Probabilidade: 0.5
Alfa: 1
Palavra: NOT
Palavra: LIVED
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: LIVED
Palavra: IN
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: THE
Palavra: DISTRICT
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: DISTRICT
Palavra: HE
Probabilidade: 0.5
Alfa: 1
Palavra: DISTRICT
Palavra: HE
Palavra: REPRESENTS
Probabilidade: 0.5
Alfa: 1
Palavra: HE
Palavra: REPRESENTS
Palavra: FOR
Probabilidade: 0.5
Alfa: 1
Palavra: REPRESENTS
Palavra: FOR
Palavra: YEARS
Probabilidade: 0.5
Alfa: 1
Palavra: FOR
Palavra: YEARS
Palavra: NOW.
Probabilidade: 0.5
Alfa: 1
['0.25', 'Jim Dunnam has not lived in the district he represents for years now.']
Probabilidade do texto:  0.25
Probabilidade calculada: 0.66650390625
Palavra: IM
Palavra: THE
Palavra: ONLY
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: ONLY
Palavra: PERSON
Probabilidade: 0.5
Alfa: 1
Palavra: ONLY
Palavra: PERSON
Palavra: ON
Probabilidade: 0.5
Alfa: 1
Palavra: PERSON
Palavra: ON
Palavra: THIS
Probabilidade: 0.5
Alfa: 1
Palavra: ON
Palavra: THIS
Palavra: STAGE
Probabilidade: 0.5
Alfa: 1
Palavra: THIS
Palavra: STAGE
Palavra: WHO
Probabilidade: 0.5
Alfa: 1
Palavra: STAGE
Palavra: WHO
Palavra: HAS
Probabilidade: 0.5
Alfa: 1
Palavra: WHO
Palavra: HAS
Palavra: WORKED
Probabilidade: 0.5
Alfa: 1
Palavra: HAS
Palavra: WORKED
Palavra: ACTIVELY
Probabilidade: 0.5
Alfa: 1
Palavra: WORKED
Palavra: ACTIVELY
Palavra: JUST
Probabilidade: 0.5
Alfa: 1
Palavra: ACTIVELY
Palavra: JUST
Palavra: LAST
Probabilidade: 0.5
Alfa: 1
Palavra: JUST
Palavra: LAST
Palavra: YEAR
Probabilidade: 0.5
Alfa: 1
Palavra: LAST
Palavra: YEAR
Palavra: PASSING
Probabilidade: 0.5
Alfa: 1
Palavra: YEAR
Palavra: PASSING
Palavra: ALONG
Probabilidade: 0.5
Alfa: 1
Palavra: PASSING
Palavra: ALONG
Palavra: WITH
Probabilidade: 0.5
Alfa: 1
Palavra: ALONG
Palavra: WITH
Palavra: RUSS
Probabilidade: 0.5
Alfa: 1
Palavra: WITH
Palavra: RUSS
Palavra: FEINGOLD
Probabilidade: 0.5
Alfa: 1
Palavra: RUSS
Palavra: FEINGOLD
Palavra: SOME
Probabilidade: 0.5
Alfa: 1
Palavra: FEINGOLD
Palavra: SOME
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: SOME
Palavra: OF
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: THE
Palavra: TOUGHEST
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: TOUGHEST
Palavra: ETHICS
Probabilidade: 0.5
Alfa: 1
Palavra: TOUGHEST
Palavra: ETHICS
Palavra: REFORM
Probabilidade: 0.5
Alfa: 1
Palavra: ETHICS
Palavra: REFORM
Palavra: SINCE
Probabilidade: 0.5
Alfa: 1
Palavra: REFORM
Palavra: SINCE
Palavra: WATERGATE.
Probabilidade: 0.5
Alfa: 1
['0.5', 'Im the only person on this stage who has worked actively just last year passing along with Russ Feingold some of the toughest ethics reform since Watergate.']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.6666666567325592
Palavra: HOWEVER
Palavra: IT
Palavra: TOOK
Probabilidade: 0.5
Alfa: 1
Palavra: IT
Palavra: TOOK
Palavra: $19.5
Probabilidade: 0.5
Alfa: 1
Palavra: TOOK
Palavra: $19.5
Palavra: MILLION
Probabilidade: 0.5
Alfa: 1
Palavra: $19.5
Palavra: MILLION
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: MILLION
Palavra: IN
Palavra: OREGON
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: OREGON
Palavra: LOTTERY
Probabilidade: 0.5
Alfa: 1
Palavra: OREGON
Palavra: LOTTERY
Palavra: FUNDS
Probabilidade: 0.5
Alfa: 1
Palavra: LOTTERY
Palavra: FUNDS
Palavra: FOR
Probabilidade: 0.5
Alfa: 1
Palavra: FUNDS
Palavra: FOR
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: FOR
Palavra: THE
Palavra: PORT
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: PORT
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: PORT
Palavra: OF
Palavra: NEWPORT
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: NEWPORT
Palavra: TO
Probabilidade: 0.5
Alfa: 1
Palavra: NEWPORT
Palavra: TO
Palavra: EVENTUALLY
Probabilidade: 0.5
Alfa: 1
Palavra: TO
Palavra: EVENTUALLY
Palavra: LAND
Probabilidade: 0.5
Alfa: 1
Palavra: EVENTUALLY
Palavra: LAND
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: LAND
Palavra: THE
Palavra: NEW
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: NEW
Palavra: NOAA
Probabilidade: 0.5
Alfa: 1
Palavra: NEW
Palavra: NOAA
Palavra: MARINE
Probabilidade: 0.5
Alfa: 1
Palavra: NOAA
Palavra: MARINE
Palavra: OPERATIONS
Probabilidade: 0.5
Alfa: 1
Palavra: MARINE
Palavra: OPERATIONS
Palavra: CENTER-PACIFIC.
Probabilidade: 0.5
Alfa: 1
['0.5', 'However it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.6666665077209473
Palavra: SAYS
Palavra: GOP
Palavra: PRIMARY
Probabilidade: 0.5
Alfa: 1
Palavra: GOP
Palavra: PRIMARY
Palavra: OPPONENTS
Probabilidade: 0.5
Alfa: 1
Palavra: PRIMARY
Palavra: OPPONENTS
Palavra: GLENN
Probabilidade: 0.5
Alfa: 1
Palavra: OPPONENTS
Palavra: GLENN
Palavra: GROTHMAN
Probabilidade: 0.5
Alfa: 1
Palavra: GLENN
Palavra: GROTHMAN
Palavra: AND
Probabilidade: 0.5
Alfa: 1
Palavra: GROTHMAN
Palavra: AND
Palavra: JOE
Probabilidade: 0.5
Alfa: 1
Palavra: AND
Palavra: JOE
Palavra: LEIBHAM
Probabilidade: 0.5
Alfa: 1
Palavra: JOE
Palavra: LEIBHAM
Palavra: CAST
Probabilidade: 0.5
Alfa: 1
Palavra: LEIBHAM
Palavra: CAST
Palavra: A
Probabilidade: 0.5
Alfa: 1
Palavra: CAST
Palavra: A
Palavra: COMPROMISE
Probabilidade: 0.5
Alfa: 1
Palavra: A
Palavra: COMPROMISE
Palavra: VOTE
Probabilidade: 0.5
Alfa: 1
Palavra: COMPROMISE
Palavra: VOTE
Palavra: THAT
Probabilidade: 0.5
Alfa: 1
Palavra: VOTE
Palavra: THAT
Palavra: COST
Probabilidade: 0.5
Alfa: 1
Palavra: THAT
Palavra: COST
Palavra: $788
Probabilidade: 0.5
Alfa: 1
Palavra: COST
Palavra: $788
Palavra: MILLION
Probabilidade: 0.5
Alfa: 1
Palavra: $788
Palavra: MILLION
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: MILLION
Palavra: IN
Palavra: HIGHER
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: HIGHER
Palavra: ELECTRICITY
Probabilidade: 0.5
Alfa: 1
Palavra: HIGHER
Palavra: ELECTRICITY
Palavra: COSTS.
Probabilidade: 0.5
Alfa: 1
['0.75', 'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.']
Probabilidade do texto:  0.75
Probabilidade calculada: 0.6666660308837891
Palavra: FOR
Palavra: THE
Palavra: FIRST
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: FIRST
Palavra: TIME
Probabilidade: 0.5
Alfa: 1
Palavra: FIRST
Palavra: TIME
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: TIME
Palavra: IN
Palavra: HISTORY
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: HISTORY
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: HISTORY
Palavra: THE
Palavra: SHARE
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: SHARE
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: SHARE
Palavra: OF
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: THE
Palavra: NATIONAL
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: NATIONAL
Palavra: POPULAR
Probabilidade: 0.5
Alfa: 1
Palavra: NATIONAL
Palavra: POPULAR
Palavra: VOTE
Probabilidade: 0.5
Alfa: 1
Palavra: POPULAR
Palavra: VOTE
Palavra: MARGIN
Probabilidade: 0.5
Alfa: 1
Palavra: VOTE
Palavra: MARGIN
Palavra: IS
Probabilidade: 0.5
Alfa: 1
Palavra: MARGIN
Palavra: IS
Palavra: SMALLER
Probabilidade: 0.5
Alfa: 1
Palavra: IS
Palavra: SMALLER
Palavra: THAN
Probabilidade: 0.5
Alfa: 1
Palavra: SMALLER
Palavra: THAN
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: THAN
Palavra: THE
Palavra: LATINO
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: LATINO
Palavra: VOTE
Probabilidade: 0.5
Alfa: 1
Palavra: LATINO
Palavra: VOTE
Palavra: MARGIN.
Probabilidade: 0.5
Alfa: 1
['0.75', 'For the first time in history the share of the national popular vote margin is smaller than the Latino vote margin.']
Probabilidade do texto:  0.75
Probabilidade calculada: 0.6666660308837891
Palavra: SINCE
Palavra: 2000
Palavra: NEARLY
Probabilidade: 0.5
Alfa: 1
Palavra: 2000
Palavra: NEARLY
Palavra: 12
Probabilidade: 0.5
Alfa: 1
Palavra: NEARLY
Palavra: 12
Palavra: MILLION
Probabilidade: 0.5
Alfa: 1
Palavra: 12
Palavra: MILLION
Palavra: AMERICANS
Probabilidade: 0.5
Alfa: 1
Palavra: MILLION
Palavra: AMERICANS
Palavra: HAVE
Probabilidade: 0.5
Alfa: 1
Palavra: AMERICANS
Palavra: HAVE
Palavra: SLIPPED
Probabilidade: 0.5
Alfa: 1
Palavra: HAVE
Palavra: SLIPPED
Palavra: OUT
Probabilidade: 0.5
Alfa: 1
Palavra: SLIPPED
Palavra: OUT
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: OUT
Palavra: OF
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: THE
Palavra: MIDDLE
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: MIDDLE
Palavra: CLASS
Probabilidade: 0.5
Alfa: 1
Palavra: MIDDLE
Palavra: CLASS
Palavra: AND
Probabilidade: 0.5
Alfa: 1
Palavra: CLASS
Palavra: AND
Palavra: INTO
Probabilidade: 0.5
Alfa: 1
Palavra: AND
Palavra: INTO
Palavra: POVERTY.
Probabilidade: 0.5
Alfa: 1
['0.5', 'Since 2000 nearly 12 million Americans have slipped out of the middle class and into poverty.']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.66668701171875
Palavra: WHEN
Palavra: MITT
Palavra: ROMNEY
Probabilidade: 0.5
Alfa: 1
Palavra: MITT
Palavra: ROMNEY
Palavra: WAS
Probabilidade: 0.5
Alfa: 1
Palavra: ROMNEY
Palavra: WAS
Palavra: GOVERNOR
Probabilidade: 0.5
Alfa: 1
Palavra: WAS
Palavra: GOVERNOR
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: GOVERNOR
Palavra: OF
Palavra: MASSACHUSETTS
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: MASSACHUSETTS
Palavra: WE
Probabilidade: 0.5
Alfa: 1
Palavra: MASSACHUSETTS
Palavra: WE
Palavra: DIDNT
Probabilidade: 0.5
Alfa: 1
Palavra: WE
Palavra: DIDNT
Palavra: JUST
Probabilidade: 0.5
Alfa: 1
Palavra: DIDNT
Palavra: JUST
Palavra: SLOW
Probabilidade: 0.5
Alfa: 1
Palavra: JUST
Palavra: SLOW
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: SLOW
Palavra: THE
Palavra: RATE
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: RATE
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: RATE
Palavra: OF
Palavra: GROWTH
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: GROWTH
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: GROWTH
Palavra: OF
Palavra: OUR
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: OUR
Palavra: GOVERNMENT
Probabilidade: 0.5
Alfa: 1
Palavra: OUR
Palavra: GOVERNMENT
Palavra: WE
Probabilidade: 0.5
Alfa: 1
Palavra: GOVERNMENT
Palavra: WE
Palavra: ACTUALLY
Probabilidade: 0.5
Alfa: 1
Palavra: WE
Palavra: ACTUALLY
Palavra: CUT
Probabilidade: 0.5
Alfa: 1
Palavra: ACTUALLY
Palavra: CUT
Palavra: IT.
Probabilidade: 0.5
Alfa: 1
['0', 'When Mitt Romney was governor of Massachusetts we didnt just slow the rate of growth of our government we actually cut it.']
Probabilidade do texto:  0
Probabilidade calculada: 0.6666669845581055
Palavra: THE
Palavra: ECONOMY
Palavra: BLED
Probabilidade: 0.5
Alfa: 1
Palavra: ECONOMY
Palavra: BLED
Palavra: $24
Probabilidade: 0.5
Alfa: 1
Palavra: BLED
Palavra: $24
Palavra: BILLION
Probabilidade: 0.5
Alfa: 1
Palavra: $24
Palavra: BILLION
Palavra: DUE
Probabilidade: 0.5
Alfa: 1
Palavra: BILLION
Palavra: DUE
Palavra: TO
Probabilidade: 0.5
Alfa: 1
Palavra: DUE
Palavra: TO
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: TO
Palavra: THE
Palavra: GOVERNMENT
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: GOVERNMENT
Palavra: SHUTDOWN.
Probabilidade: 0.5
Alfa: 1
['0.75', 'The economy bled $24 billion due to the government shutdown.']
Probabilidade do texto:  0.75
Probabilidade calculada: 0.66796875
Palavra: MOST
Palavra: OF
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: OF
Palavra: THE
Palavra: AFFORDABLE
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: AFFORDABLE
Palavra: CARE
Probabilidade: 0.5
Alfa: 1
Palavra: AFFORDABLE
Palavra: CARE
Palavra: ACT
Probabilidade: 0.5
Alfa: 1
Palavra: CARE
Palavra: ACT
Palavra: HAS
Probabilidade: 0.5
Alfa: 1
Palavra: ACT
Palavra: HAS
Palavra: ALREADY
Probabilidade: 0.5
Alfa: 1
Palavra: HAS
Palavra: ALREADY
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: ALREADY
Palavra: IN
Palavra: SOME
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: SOME
Palavra: SENSE
Probabilidade: 0.5
Alfa: 1
Palavra: SOME
Palavra: SENSE
Palavra: BEEN
Probabilidade: 0.5
Alfa: 1
Palavra: SENSE
Palavra: BEEN
Palavra: WAIVED
Probabilidade: 0.5
Alfa: 1
Palavra: BEEN
Palavra: WAIVED
Palavra: OR
Probabilidade: 0.5
Alfa: 1
Palavra: WAIVED
Palavra: OR
Palavra: OTHERWISE
Probabilidade: 0.5
Alfa: 1
Palavra: OR
Palavra: OTHERWISE
Palavra: SUSPENDED.
Probabilidade: 0.5
Alfa: 1
['0.25', 'Most of the Affordable Care Act has already in some sense been waived or otherwise suspended.']
Probabilidade do texto:  0.25
Probabilidade calculada: 0.66668701171875
Palavra: IN
Palavra: THIS
Palavra: LAST
Probabilidade: 0.5
Alfa: 1
Palavra: THIS
Palavra: LAST
Palavra: ELECTION
Probabilidade: 0.5
Alfa: 1
Palavra: LAST
Palavra: ELECTION
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: ELECTION
Palavra: IN
Palavra: NOVEMBER
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: NOVEMBER
Palavra: ...
Probabilidade: 0.5
Alfa: 1
Palavra: NOVEMBER
Palavra: ...
Palavra: 63
Probabilidade: 0.5
Alfa: 1
Palavra: ...
Palavra: 63
Palavra: PERCENT
Probabilidade: 0.5
Alfa: 1
Palavra: 63
Palavra: PERCENT
Palavra: OF
Probabilidade: 0.5
Alfa: 1
Palavra: PERCENT
Palavra: OF
Palavra: THE
Probabilidade: 0.75
Alfa: 1
Palavra: OF
Palavra: THE
Palavra: AMERICAN
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: AMERICAN
Palavra: PEOPLE
Probabilidade: 0.5
Alfa: 1
Palavra: AMERICAN
Palavra: PEOPLE
Palavra: CHOSE
Probabilidade: 0.5
Alfa: 1
Palavra: PEOPLE
Palavra: CHOSE
Palavra: NOT
Probabilidade: 0.5
Alfa: 1
Palavra: CHOSE
Palavra: NOT
Palavra: TO
Probabilidade: 0.5
Alfa: 1
Palavra: NOT
Palavra: TO
Palavra: VOTE
Probabilidade: 0.5
Alfa: 1
Palavra: TO
Palavra: VOTE
