Data:    (DD/MM/AAAA)27/4/2019
Probabilidade: 0.0
Alfa: 1
Palavra: WHO
Palavra: (JONATHAN
Palavra: GRUBER)
Probabilidade: 0.0
Alfa: 1
Palavra: (JONATHAN
Palavra: GRUBER)
Palavra: IS.
Probabilidade: 0.0
Alfa: 1
['0', 'I dont know who (Jonathan Gruber) is.']
0
0.0
Palavra: HATE
Palavra: CRIMES
Palavra: AGAINST
Probabilidade: 0.75
Alfa: 1
Palavra: CRIMES
Palavra: AGAINST
Palavra: AMERICAN
Probabilidade: 0.75
Alfa: 1
Palavra: AGAINST
Palavra: AMERICAN
Palavra: MUSLIMS
Probabilidade: 0.75
Alfa: 1
Palavra: AMERICAN
Palavra: MUSLIMS
Palavra: AND
Probabilidade: 0.75
Alfa: 1
Palavra: MUSLIMS
Palavra: AND
Palavra: MOSQUES
Probabilidade: 0.75
Alfa: 1
Palavra: AND
Palavra: MOSQUES
Palavra: HAVE
Probabilidade: 0.75
Alfa: 1
Palavra: MOSQUES
Palavra: HAVE
Palavra: TRIPLED
Probabilidade: 0.75
Alfa: 1
Palavra: HAVE
Palavra: TRIPLED
Palavra: AFTER
Probabilidade: 0.75
Alfa: 1
Palavra: TRIPLED
Palavra: AFTER
Palavra: PARIS
Probabilidade: 0.75
Alfa: 1
Palavra: AFTER
Palavra: PARIS
Palavra: AND
Probabilidade: 0.75
Alfa: 1
Palavra: PARIS
Palavra: AND
Palavra: SAN
Probabilidade: 0.75
Alfa: 1
Palavra: AND
Palavra: SAN
Palavra: BERNARDINO.
Probabilidade: 0.75
Alfa: 1
['0.75', 'Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.']
0.75
0.800000011920929
Palavra: RICK
Palavra: PERRY
Palavra: HAS
Probabilidade: 0.5
Alfa: 1
Palavra: PERRY
Palavra: HAS
Palavra: NEVER
Probabilidade: 0.5
Alfa: 1
Palavra: HAS
Palavra: NEVER
Palavra: LOST
Probabilidade: 0.5
Alfa: 1
Palavra: NEVER
Palavra: LOST
Palavra: AN
Probabilidade: 0.5
Alfa: 1
Palavra: LOST
Palavra: AN
Palavra: ELECTION
Probabilidade: 0.5
Alfa: 1
Palavra: AN
Palavra: ELECTION
Palavra: AND
Probabilidade: 0.5
Alfa: 1
Palavra: ELECTION
Palavra: AND
Palavra: REMAINS
Probabilidade: 0.5
Alfa: 1
Palavra: AND
Palavra: REMAINS
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: REMAINS
Palavra: THE
Palavra: ONLY
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: ONLY
Palavra: PERSON
Probabilidade: 0.5
Alfa: 1
Palavra: ONLY
Palavra: PERSON
Palavra: TO
Probabilidade: 0.5
Alfa: 1
Palavra: PERSON
Palavra: TO
Palavra: HAVE
Probabilidade: 0.5
Alfa: 1
Palavra: TO
Palavra: HAVE
Palavra: WON
Probabilidade: 0.5
Alfa: 1
Palavra: HAVE
Palavra: WON
Palavra: THE
Probabilidade: 0.5
Alfa: 1
Palavra: WON
Palavra: THE
Palavra: TEXAS
Probabilidade: 0.5
Alfa: 1
Palavra: THE
Palavra: TEXAS
Palavra: GOVERNORSHIP
Probabilidade: 0.5
Alfa: 1
Palavra: TEXAS
Palavra: GOVERNORSHIP
Palavra: THREE
Probabilidade: 0.5
Alfa: 1
Palavra: GOVERNORSHIP
Palavra: THREE
Palavra: TIMES
Probabilidade: 0.5
Alfa: 1
Palavra: THREE
Palavra: TIMES
Palavra: IN
Probabilidade: 0.5
Alfa: 1
Palavra: TIMES
Palavra: IN
Palavra: LANDSLIDE
Probabilidade: 0.5
Alfa: 1
Palavra: IN
Palavra: LANDSLIDE
Palavra: ELECTIONS.
Probabilidade: 0.5
Alfa: 1
['0.5', 'Rick Perry has never lost an election and remains the only person to have won the Texas governorship three times in landslide elections.']
0.5
0.6666665077209473
Palavra: ISIS
Palavra: SUPPORTER
Palavra: TWEETED
Probabilidade: 0.0
Alfa: 1
Palavra: SUPPORTER
Palavra: TWEETED
Palavra: AT
Probabilidade: 0.0
Alfa: 1
Palavra: TWEETED
Palavra: AT
Palavra: 10:34
Probabilidade: 0.0
Alfa: 1
Palavra: AT
Palavra: 10:34
Palavra: A.M.
Probabilidade: 0.0
Alfa: 1
Palavra: 10:34
Palavra: A.M.
Palavra: SHOOTING
Probabilidade: 0.0
Alfa: 1
Palavra: A.M.
Palavra: SHOOTING
Palavra: BEGAN
Probabilidade: 0.0
Alfa: 1
Palavra: SHOOTING
Palavra: BEGAN
Palavra: AT
Probabilidade: 0.0
Alfa: 1
Palavra: BEGAN
Palavra: AT
Palavra: 10:45
Probabilidade: 0.0
Alfa: 1
Palavra: AT
Palavra: 10:45
Palavra: A.M.
Probabilidade: 0.0
Alfa: 1
Palavra: 10:45
Palavra: A.M.
Palavra: IN
Probabilidade: 0.0
Alfa: 1
Palavra: A.M.
Palavra: IN
Palavra: CHATTANOOGA
Probabilidade: 0.0
Alfa: 1
Palavra: IN
Palavra: CHATTANOOGA
Palavra: TENN.
Probabilidade: 0.0
Alfa: 1
['0', 'ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga Tenn.']
0
1.0
Palavra: YOUTH
Palavra: UNEMPLOYMENT
Palavra: IN
Probabilidade: 0.75
Alfa: 1
Palavra: UNEMPLOYMENT
Palavra: IN
Palavra: MINORITY
Probabilidade: 0.75
Alfa: 1
Palavra: IN
Palavra: MINORITY
Palavra: COMMUNITIES
Probabilidade: 0.75
Alfa: 1
Palavra: MINORITY
Palavra: COMMUNITIES
Palavra: IS
Probabilidade: 0.75
Alfa: 1
Palavra: COMMUNITIES
Palavra: IS
Palavra: ABOUT
Probabilidade: 0.75
Alfa: 1
Palavra: IS
Palavra: ABOUT
Palavra: 40
Probabilidade: 0.75
Alfa: 1
Palavra: ABOUT
Palavra: 40
Palavra: TO
Probabilidade: 0.75
Alfa: 1
Palavra: 40
Palavra: TO
Palavra: 45
Probabilidade: 0.75
Alfa: 1
Palavra: TO
Palavra: 45
Palavra: PERCENT.
Probabilidade: 0.75
Alfa: 1
['0.75', 'Youth unemployment in minority communities is about 40 to 45 percent.']
0.75
0.7999992370605469
Numero de frases:    10
Erro positivo:   0
Erro negativo:   -2.8977478742599487
Erro total:      2.8977478742599487
Contagem de Erros Positivos:     0
Contagem de Erros Negativos:     7
