text;ground_truth;found;phrases_found;out_of
Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift;0.0;0.0835214887315352;6;23
Since 2000 Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent and ozone by 23 percenta reduction that is 12 percent greater than the national average;0.5;0.9976743554090752;4;29
Californias Capitol building is second only to Disneyland among visitor sites in the state;0.0;1.0;1;12
Under current conditions by 2023 the interest payments on the national debt will be $722 billion larger than the projected defense spending of $696 billion;1.0;0.9863665835234511;3;23
Says President Obama hijacked the farm bill and turned it into a food stamp bill;0.0;0.005134843301582759;3;13
Wealthy taxpayers not middle-income earners get most of the deductions in the tax code;0.75;0.9993527297073299;2;12
Saysthere are actually more people in poverty now than there were when we started the War on Poverty;0.75;0.0835214887315352;3;16
Georgia has elected more African-American leaders than any other state in the country;0.25;0.6232023737369055;5;11
There are over 200 documented cases where Obama has lied;0.0;0.0;1;8
Says Barack Obama never worked in the private sector before he was elected president;0.0;0.012592090555545998;7;12
Ive also offered a plan that can help fix Social Security thats supported by Robert Reich secretary of labor previously in a previous administration;0.0;7.367651743517278e-05;3;22
Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15000 jobs;0.0;4.3636075946928976e-05;3;13
Gwinnett Medical Center is operating in the negative in part because of illegal immigrants;0.5;0.0835214887315352;3;12
47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards without selling something or borrowing money;1.0;1.0;1;19
House Appropriations Chair David Obeys partial earmark ban wouldnt apply to 90% of earmarks;1.0;-1;0;12
Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration;0.5;0.0;3;14
Under Ted Cruzs tax plan businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees;0.75;0.014348347769917447;4;31
The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2;0.0;0.9668431757843758;7;27
While others place their hands over their hearts Obama turns his back to the flag and slouches;0.0;1.0;1;15
Steve Poizner increased his departments budget nearly 14 percent;0.0;1.0;1;7
As a senator Barack Obama supported an amendment that basically gutted the legal temporary worker program;0.75;0.00012193275553484817;2;14
Ken Buck wants to outlaw abortion even in cases of rape or incest;1.0;0.5495411260647083;6;11
While Mayor Kenney personally doesnt support DROP he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them;0.0;-1;0;21
Republicans control the U.S. Senate with 54 seats but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate the majority party represents a minority of the people;0.5;0.8302681655720355;6;35
Forty percent of union members voted Republican in 2008;0.75;1.0;1;7
Says Scott Walker enacted the biggest cuts to education in our states history;1.0;0.001198395366581284;3;11
Under the presidents plan he cuts Medicare by $716 billion takes that money out of the Medicare trust fund and uses it to pay for Obamacare;0.5;0.02383075200735263;6;24
Says Gov. Rick Scott cut nearly $1 million from mosquito control and closed down the states mosquito research lab a few years ago;0.25;0.0014598968168146875;4;21
Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote;0.0;0.0007097684995310827;6;10
Lean finely textured beef is the proper name not pink slime and it is a safe widely used product;0.75;0.06147930765563536;3;17
When George Bush took office President Clinton a Democrat and the Democratic Congress at the time had left an annual budget that was in surplus;0.0;0.9716850736007868;7;23
Says the new health care law delivers a $13 billion tax increase on families with special needs;0.0;0.0003419319174201574;6;15
Says Every year air pollution protections are delayed another 34000 people will die prematurely;0.75;1.0;1;12
The Tampa Bay Rays prices have been judged the most affordable in all of professional sports;0.75;0.0;1;14
The property appraisers budget is $1 million less today than when I took office 16 years ago;1.0;0.999123702638608;5;15
Lets pay attention to kids who are not going to college which ends up being about 60 percent of the kids and get them trained for the jobs that are there. Because you know there are auto mechanic jobs paying $50000 $60000 that they cant get filled. There are airline mechanic jobs paying a lot of money that cant get filled. Remarks at AFSCME forum 6/19/200;1.0;0.13476677519943792;14;64
I am every year the No.1 pick of all of the law enforcement agencies within Texas;0.0;0.029783722280861236;5;14
The U.S. State Department has ordered 160000 Hazmat suits for Ebola prompting concerns that the federal government is anticipating the rapid spread of the virus;0.5;0.8550541400413553;6;23
Republicans fought to protect tax loopholes for corporations that send our jobs overseas;0.5;0.06147930765563536;3;11
We were told there would never be a case of Ebola in the United States;0.0;1.0;2;13
Says her congressional district has 10000 medical-device industry jobs and 1000 will be lost because of health-care law tax;0.25;0.008498034581405634;2;17
Two days of interest we pay to China is enough to buy one joint strike fighter jet;1.0;0.008498034581405634;2;15
Says the average Ohio student graduates from a four-year college or university with nearly $27000 in tuition debt;0.5;0.014348347769917447;2;16
A new federal program provides subsidized Obama phones with 70 free minutes of cell phone service every month;0.25;0.0;1;16
Our larger domestic threat is from racial supremacist groups;0.0;-1;0;7
The U.S. had the opportunity with Israel coming and talking to us about improving our security screening procedures and we turned them down;0.5;0.9517750625617325;2;21
If youre a terrorist you cant fly but an assault weapon you can buy;0.75;0.014348347769917447;2;12
Not one penny of Californias Prop 67 bag ban tax goes to the environment;0.5;1.0;1;12
In campaigns in the past with Sen. McCain and President George W. Bush and others they have tended to release tax records in April;0.5;0.13822593170706732;4;22
Weve got to find 2 billion gallons of water per day between now and 2025;0.75;0.001198395366581284;3;13
Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote;0.0;0.2162389885815832;9;28
On support for the Export-Import Ban;0.0;0.00012193275553484817;4;4
Says he didnt have an involvement withnutritional supplement company Mannatech;0.0;1.0;1;8
The stimulus program cut taxes for 95 percent of the American people;0.5;0.9700179004074792;8;10
Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is;0.0;0.0;1;23
New Mexico moved up to sixth in the nation in job growth;0.75;0.029783722280861236;5;10
We worked together to enact the largest tax cut in Florida history;0.0;0.0014598968168146875;4;10
Bill Nelson actually voted in favor of higher taxes 272 times;0.0;0.0;2;9
Says he opposed $716 billion cut to Medicare;0.5;4.3636075946928976e-05;3;6
We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers;1.0;0.014348347769917447;8;20
President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions;0.0;0.8302681655720355;9;24
The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria;0.0;1.0;2;17
U.S. taxpayers paid $71500 per job created by the stimulus bill;0.75;0.00012193275553484817;2;9
David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did;0.75;1.0;2;14
South Carolina has the fastest-growing economy in the Southeast;0.75;0.9863665835234511;3;7
By the end of Governor Rick Perrys term he will have drained Texas taxpayers of more than $360000 to pay for the rental mansion he has been living in while the historic Governors Mansion is repaired;1.0;0.9135165703249415;7;34
Obama suggested bombing Pakistan;0.0;-1;0;2
Says President Obama helped more than half a million veterans and military family members go to college through the Post-9/11 G.I. Bill;0.5;0.9517750625617325;4;20
In our proposal we would have expanded school aid across the board Governor Christie slashed school aid in this budget preferring instead to extend a tax break for millionaires over funding in the classroom;0.5;0.0835214887315352;3;32
From 2008 to 2011 the pages in the conforming bills have gone from 400 pages to 2200;1.0;0.0835214887315352;3;15
Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island;0.0;0.991814692903429;3;14
The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons;0.0;0.0;1;12
As a Member of Congress Chris Murphy was raking in $1 million in salary;0.0;0.009440953544027075;5;12
He admits he still doesnt know how to use a computer cant send an e-mail;0.75;0.0;3;13
If todays economy was rebounding at the rate of the Reagan recovery it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year;0.5;0.9789813772485152;8;30
Social Security doesnt contribute a penny to the deficit;0.25;1.0;2;7
Says state Sens. Greg Evers Nancy Detert and Charles Dean got a failing grade from conservatives;0.25;1.0;1;14
When I was mayor of New York City I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent;0.5;0.1347667751994377;7;19
The average faculty member at UW-Madison brings in close to a quarter million dollars a year in grant money;0.75;0.13822593170706732;4;17
The DNC hack showed you that the Clinton campaign was working to schedule primary debates against Bernie Sanders and the Clinton campaign is continuing this ploy against Donald Trump;0.0;-1;0;27
Bill McCollum served as a lobbyist whose clients enabled mortgages for illegal immigrants;0.0;0.001198395366581284;3;11
We have only one person on the TVA board to my knowledge who even has any corporate board experience;0.75;0.008498034581405634;2;17
John Oxendine is under a state ethics investigation because he illegally funneled more than $120000 to his campaign from shady insurance political action committees in Alabama;0.5;-1;0;24
Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011;0.0;0.0019833137389538846;4;20
Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools;0.75;0.8302681655720355;3;20
Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1 2013;0.75;0.9196767269823205;9;18
Says because of Texas lawmakers choices hundreds of thousands of women no longer have access to basic medical care life-saving cancer screenings and contraception;0.5;0.0835214887315352;6;22
Under Gov. Scott Walkers public-school budgets a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school;0.0;0.009440953544027075;5;33
Ninety-four percent of small businesses will face higher taxes under the Democrats plan;0.0;0.0007097684995310827;6;11
Says Obama has never submitted a budget and Congress has worked for two years without passing one;0.5;0.8302681655720355;3;15
In one county alone in Ohio President Obama received 106258 votes. But there were only 98213 eligible voters;0.0;0.014348347769917447;2;16
Every taxpayer owes about $130000 to pay off the national debt;0.75;0.991814692903429;3;9
Rick Perry has become a millionaire on the public payroll;0.75;0.0;1;8
Says Mark Begich has taken campaign cash from the Kochs while Dan Sullivan hasnt;0.25;0.0;1;12
I took on the worst road system in the country according to Truckers magazine. When I left they said it was the most improved road system in the country;0.75;0.9235427889926078;9;27
Says under the new health care law the patient-doctor relationship will be eliminated;0.0;0.000551727017182313;7;11
You can go to Georgia and make about $6000 more a year as a teacher;1.0;0.0835214887315352;6;13
We have ten different tax brackets and if youre making $9000 youre already in the top tax bracket;0.0;0.9196767269823205;3;16
For the first time since 1990 American manufacturers are creating new jobs;0.0;0.8302681655720355;3;10
Household income in America has gone down for families an average of $4000 in the last four years while it went up $5000 under Mitt Romney when he was governor of Massachusett;0.0;0.20059869023850718;13;30
The average bonus on Wall Street is about $100000The bonuses on Wall Street are down 44 percent;0.75;0.0;2;15
Says he has never voted for raising taxes;1.0;0.014348347769917447;4;6
Says Bill Clinton and George Bush both say build the Keystone XL;1.0;0.00020587508372649221;4;10
Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers at a rate of one per month;0.5;1.0;1;26
The Affordable Care Act is not the law of the land;0.0;0.12742721509218413;7;9
Says that Republicans bragged about how every bill was going to be paid for right from the beginning and that the first vote the repeal of health care reform violated that rule;0.75;0.014348347769917447;8;30
Says Obama doubled funding for the Pell Grant;0.75;1.0;1;6
Thousands in China owe their jobs to Mitt Romneys companies;0.5;-1;0;8
Says Mitt Romney refused to say whether hed sign the Lilly Ledbetter bill;0.75;0.9517750625617325;4;11
Chris Coons has Marxist beliefs;0.0;-1;0;3
The financial services regulatory bill will end taxpayer bailouts;0.25;0.0;1;7
Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector;0.0;0.0835214887315352;6;13
Recovery.gov listed congressional districts that do not exist;0.75;0.0;1;6
According to the Congressional Budget Office as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare;0.5;0.012592090555545998;7;18
The president has said the national security threat facing America the top one is global warming;0.25;1.0;2;14
After merging with Tim Hortons of Canada Burger King is not moving. Our headquarters will remain in Miami and we will continue to pay all of our federal state and local U.S. taxes;0.5;0.8550541400413553;6;31
The economy is too weak to raise income levels;0.75;0.9517750625617325;2;7
John McCains health care plan wont guarantee coverage of cancer screenings or maternity care;1.0;0.0005224532824984474;3;12
Says Dick Cheney supported gay marriage soonerthan Hillary Clinton;1.0;-1;0;7
After the 9/11 terrorist attacks grounded commercial air traffic there was a temperature drop while the airplanes werent flying for the week afterwards;0.25;0.0005224532824984474;3;21
A state reports projection is that approximately half of public employees would live outside municipal boundaries in a decade if the state bans local residency requirements;0.25;0.9196767269823205;3;24
The annual gross domestic product of metro Atlanta is bigger than 28 states in the union;1.0;0.8329014792764116;4;14
Per-student K-12 state funding for Portland Public Schools has dipped from $6036 in the 2007-2008 school year to $5644 in the 2010-2011 school yea;0.5;0.9517750625617325;2;22
Says Russ Feingolds campaign is powered by small-dollar contributions like ours;0.75;-1;0;9
Says Mitt Romney and George Allen would overturn Roe v. Wade and allow states to end safe legal abortion even in cases of rape incest or when a womans life is at risk;0.5;0.8806594043288203;11;31
In 2006 Charlie Crist opposed in-state tuition for illegal immigrants;1.0;0.9863665835234511;3;8
In 1978 a student who worked a minimum-wage summer job could afford to pay a years full tuition at the 4-year public university of their choice;0.75;0.005134843301582759;3;24
Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care;0.0;0.002049371039863912;12;17
In Wisconsin 6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans;0.5;0.9059413185003093;5;17
Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts then on forum day tweeted that hed just been running with his dog;0.75;0.0;1;26
Freds never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesnt support the human life amendment which is most amazing because thats been a part of the Republican platform since 1980;0.5;0.984308985684114;7;38
In 1928 school boards sent home letters with children saying that if Al Smith is elected president you will not be allowed to have or read a Bible;0.5;0.991814692903429;3;26
Usually its about $900 a month to get health coverage. Floridas program has reduced that on average to about $150 a month;0.0;1.2406253634522635e-05;4;20
On same-sex marriag;0.0;-1;0;1
Ohios judges compared to other similar states are being woefully underpaid;0.75;1.0;1;9
Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade;0.0;1.0;2;12
Compared to President Obama President Reagan rushed home from Santa Barbara vacation from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians;0.25;7.221659174672101e-05;4;27
Americans increasingly want the Affordable Care Act to be repealed;0.25;1.0;2;8
I supported tort reform with regard to securitiesproduct liabilityinterstate commerce;0.75;1.0;1;8
Says state Sen. Morgan Carrolls votes made it easier to sue doctors small businesses even nurses. Putting her own shady interests first;0.0;0.0;3;20
Says the vaccine to prevent HPV can cause mental retardation;0.0;-1;0;8
A far different picture from the prior eight years which saw 115 increases in taxes and fees;1.0;1.0;1;15
Mexico receives approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens;0.5;0.09343616434326107;6;24
Theres a big chunk of the country that thinks that I have been too soft on Wall Street;1.0;0.008498034581405634;4;16
The Congressional Budget Office a nonpartisan office did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade;1.0;0.014348347769917447;8;27
Barack Obama opposed a bill that would have saved Gianna Jessens life;0.0;0.0835214887315352;3;10
In 2001 former Federal Reserve chairman Alan Greenspan justified increasing spending and cutting taxes saying that we didnt really need to pay down the debt;0.25;0.0007097684995310827;6;23
DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation;0.5;0.9732756436284579;5;16
Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education;0.0;0.7503734765196867;5;18
Says Glenn Nye voted in lock step with Nancy Pelosi 83 percentof the time;0.25;1.0;5;12
I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors;0.0;0.25504848336672326;5;19
Says his elections proposal would allow a potential of 168 hours of early voting which I think is the most weve ever had;1.0;0.05495563027093675;5;21
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field;1.0;0.9716850736007868;7;27
Between 2000 and 2010 the illegal immigrant population of Texas increased by 60 percent while California and Florida had no increase;0.5;0.008498034581405634;2;19
Sen. Obama made the very argument he is now criticizing back in November 2006;0.5;0.9865780998990689;2;12
Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion;0.0;0.8748426638000083;9;19
Says half the Americans dont pay any income taxes;1.0;1.0;2;7
In Africa a child dies every minute because of malaria;0.75;1.0;1;8
Hate speech is excluded from protection under the First Amendment;0.0;0.0;2;8
The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government;0.0;0.44237945211630103;8;15
Says that under Mitt Romney 89 million Americans could be denied coverage if they have a pre-existing condition;0.5;0.9059413185003093;5;16
Obama spent $7 billion to bring electricity to Africa failed miserably;0.0;-1;0;9
More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began;0.0;0.9863665835234511;6;23
You must list all your guns on your 2010 tax return;0.0;-1;0;9
The Rev. Rick Warren has called Christians who advance a social gospel Marxists;0.25;-1;0;11
Women in Florida make 83 cents for every dollar a man makes;0.75;0.7158757071070567;4;10
The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states;0.75;0.014348347769917447;4;21
Says Jeb Bush doesnt believe in a path to citizenship. If he did at one time he no longer does;0.75;0.0013049845998263088;5;18
The Medicare drug program resulted in the program coming in 40 percent under budget. And the reason it was is because the design was right;0.5;0.014348347769917447;2;23
Says more than 8000 people have supported her campaign as volunteers donors and advisors and endorsers;0.5;1.0;1;14
Re: Marco Rubios support of earmark ban: In 2002 alone he requested 37 earmarks worth $43 million;1.0;-1;0;15
Rick Santorum reformed welfare;0.5;-1;0;2
The Seminole gambling compact offers $3 billion in guaranteed revenue the largest share for any state in history;0.75;0.001198395366581284;3;16
There is a provision in the economic stimulus plan that means that students cannot meet together in their dorms if that dorm has been repaired with this federal money and have a prayer group or a Bible study;0.0;0.06102481665056769;8;36
President Obama said 22 times he could not authorize immigration reform by executive order;0.75;0.005134843301582759;3;12
Right now every single one of the oil companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties;0.5;0.06281935430672159;11;36
Business formation is still on the rise in Ohio So far in 2011 weve assisted w/ 44443 new business filings;0.75;0.9998170136460174;3;18
The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities at the last minute in midnight phone calls;1.0;2.8457275263349402e-05;4;21
In 2008 Mandel was re-elected to a second term representing a district with a 2:1 Democrat to Republican voter ratio;0.75;-1;0;18
Obama hasnt been to Iraq in years;0.75;-1;0;5
An audit of the last census found that over 370000 people living in Texas were not counted and our state lost an estimated $1 billion in federal funds as a result;0.0;0.09546649075124758;9;29
Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline all of which have said it would have a minimum impact on the environment;0.5;0.015798558770472648;11;28
Every time we put a ballot issue on it costs a million dollars;0.5;0.005134843301582759;3;11
Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans;0.25;0.13476677519943792;7;16
Says city leadership is threatening to lay off police and emergency services personnel to balance the budget;0.0;0.0019833137389538846;4;15
Cuts in local government and school funding in John Kasichs budget caused many communities to seek school levies local tax increases layoffs;0.5;1.0;1;20
One out of every three automobile fatalities can be attributed to alcohol;1.0;0.0835214887315352;3;10
The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues;0.25;0.9976743554090752;4;20
Says a Republican-drawn map of proposed U.S. House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991;0.75;0.06147930765563536;6;32
A million people could get health insurance right away if Texas expanded Medicaid under Obamacare;1.0;0.9517750625617325;4;13
In Texas public schools we spend an average of $12000 per pupil per year;0.25;0.0005224532824984474;3;12
A new Republican litmus test would have resulted in the GOP kicking out Ronald Reagan;0.5;0.0005224532824984474;3;13
Says Mark Kirk called for the mass arrest of 18000 African Americans andwas apparently fine with Trumps StillTooRacist call for mass deportation;0.0;-1;0;20
Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them;1.0;0.008498034581405634;2;18
Under Gov. John Kasichs budget proposal the top one percent in Ohio will pay $10000 less in income tax each year but Ohios working and middle class families will pay more;0.5;0.8329014792764116;4;29
The Treaty of Tripoli signed by President John Adams was his outreach to Muslims;0.5;-1;0;12
The average age of planes in the Qatar Airways fleet is about four years while Delta Air Lines flies planes that are 35 years old;0.25;0.0019833137389538846;4;23
We put a lid on Irans nuclear program without firing a single shot;0.75;0.014348347769917447;2;11
Says Syrian refugees are not being vetted and the FBI is not even being told where they are;0.25;0.0018310826252350143;5;16
U.S. Embassy Celebrates Americas Independence on June 4th in Order to Accommodate Muslims;0.75;1.0;1;11
The murder rate in Atlanta is on the rise this year;1.0;0.9966495377393045;5;9
More than 40000 troops are still stationed in Afghanistan with no clear objective. Even in the best case by the end of the year at least 10000 American soldiers will still be on the ground;0.5;0.8720136909657838;8;33
Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers;0.25;1.0;1;12
Even today part of Romneys fortune is invested in China;0.75;-1;0;8
On Tom Wolfs watch taxes were high killing 100000 PA jobs;0.25;-1;0;9
The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month;0.75;0.023746149273378814;4;18
George Allencast the deciding votefor the 2003Bushtax cuts;0.0;-1;0;6
As governor of Florida I defunded Planned Parenthood;1.0;0.0;2;6
German citizens were disarmed by their government in the late 1930s which allowed the Nazis to carry out their evil intentions with relatively little resistance;0.0;0.014348347769917447;4;23
Texas has the nations highest rate and highest number of uninsured;0.75;0.25504848336672326;5;9
Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation the states all-funds budget would be about $27 billion today not $60 billion;0.75;0.13822593170706732;4;30
McCains energy plan is a single-answer proposition new domestic oil drilling;0.0;0.0;1;9
