Data:    (DD/MM/AAAA)18/5/2019
Probabilidade: -1
Alfa: -5.0
Palavra: BANK
Palavra: WAS
Palavra: SO
Palavra: WEAK
Probabilidade: -1
Alfa: -5.0
Palavra: WAS
Palavra: SO
Palavra: WEAK
Palavra: THAT
Probabilidade: -1
Alfa: -5.0
Palavra: SO
Palavra: WEAK
Palavra: THAT
Palavra: JUST
Probabilidade: -1
Alfa: -5.0
Palavra: WEAK
Palavra: THAT
Palavra: JUST
Palavra: A
Probabilidade: -1
Alfa: -5.0
Palavra: THAT
Palavra: JUST
Palavra: A
Palavra: FEW
Probabilidade: -1
Alfa: -5.0
Palavra: JUST
Palavra: A
Palavra: FEW
Palavra: MONTHS
Probabilidade: 0.5833333333333334
Alfa: 2.9166666666666665
Palavra: A
Palavra: FEW
Palavra: MONTHS
Palavra: AGO
Probabilidade: 0.3333333333333333
Alfa: 1.6666666666666665
Palavra: FEW
Palavra: MONTHS
Palavra: AGO
Palavra: IT
Probabilidade: -1
Alfa: -5.0
Palavra: MONTHS
Palavra: AGO
Palavra: IT
Palavra: WAS
Probabilidade: -1
Alfa: -5.0
Palavra: AGO
Palavra: IT
Palavra: WAS
Palavra: SHUT
Probabilidade: -1
Alfa: -5.0
Palavra: IT
Palavra: WAS
Palavra: SHUT
Palavra: DOWN
Probabilidade: -1
Alfa: -5.0
Palavra: WAS
Palavra: SHUT
Palavra: DOWN
Palavra: BY
Probabilidade: -1
Alfa: -5.0
Palavra: SHUT
Palavra: DOWN
Palavra: BY
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: DOWN
Palavra: BY
Palavra: THE
Palavra: FDIC
Probabilidade: -1
Alfa: -5.0
['0.5', 'Jeff Atwaters bank was so weak that just a few months ago it was shut down by the FDIC']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.9696969697097775
Palavra: AS
Palavra: LONG
Palavra: AS
Palavra: I
Probabilidade: -1
Alfa: -5.0
Palavra: LONG
Palavra: AS
Palavra: I
Palavra: HAVE
Probabilidade: -1
Alfa: -5.0
Palavra: AS
Palavra: I
Palavra: HAVE
Palavra: SERVED
Probabilidade: -1
Alfa: -5.0
Palavra: I
Palavra: HAVE
Palavra: SERVED
Palavra: THIS
Probabilidade: -1
Alfa: -5.0
Palavra: HAVE
Palavra: SERVED
Palavra: THIS
Palavra: IS
Probabilidade: -1
Alfa: -5.0
Palavra: SERVED
Palavra: THIS
Palavra: IS
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: THIS
Palavra: IS
Palavra: THE
Palavra: FIRST
Probabilidade: 0.3125
Alfa: 1.5625
Palavra: IS
Palavra: THE
Palavra: FIRST
Palavra: TIME
Probabilidade: 0.3125
Alfa: 1.5625
Palavra: THE
Palavra: FIRST
Palavra: TIME
Palavra: EVERY
Probabilidade: -1
Alfa: -5.0
Palavra: FIRST
Palavra: TIME
Palavra: EVERY
Palavra: SINGLE
Probabilidade: -1
Alfa: -5.0
Palavra: TIME
Palavra: EVERY
Palavra: SINGLE
Palavra: SOLITARY
Probabilidade: -1
Alfa: -5.0
Palavra: EVERY
Palavra: SINGLE
Palavra: SOLITARY
Palavra: DECISION
Probabilidade: -1
Alfa: -5.0
Palavra: SINGLE
Palavra: SOLITARY
Palavra: DECISION
Palavra: HAS
Probabilidade: -1
Alfa: -5.0
Palavra: SOLITARY
Palavra: DECISION
Palavra: HAS
Palavra: REQUIRED
Probabilidade: -1
Alfa: -5.0
Palavra: DECISION
Palavra: HAS
Palavra: REQUIRED
Palavra: 60
Probabilidade: -1
Alfa: -5.0
Palavra: HAS
Palavra: REQUIRED
Palavra: 60
Palavra: SENATORS
Probabilidade: -1
Alfa: -5.0
['0', 'As long as I have served This is the first time every single solitary decision has required 60 senators']
Probabilidade do texto:  0
Probabilidade calculada: 0.9696969696967643
Palavra: THE
Palavra: STATE
Palavra: OF
Palavra: TEXAS
Probabilidade: 0.475
Alfa: 2.3749999999999996
Palavra: STATE
Palavra: OF
Palavra: TEXAS
Palavra: DOES
Probabilidade: -1
Alfa: -5.0
Palavra: OF
Palavra: TEXAS
Palavra: DOES
Palavra: NOT
Probabilidade: -1
Alfa: -5.0
Palavra: TEXAS
Palavra: DOES
Palavra: NOT
Palavra: EVEN
Probabilidade: -1
Alfa: -5.0
Palavra: DOES
Palavra: NOT
Palavra: EVEN
Palavra: USE
Probabilidade: -1
Alfa: -5.0
Palavra: NOT
Palavra: EVEN
Palavra: USE
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: EVEN
Palavra: USE
Palavra: THE
Palavra: E-VERIFY
Probabilidade: -1
Alfa: -5.0
Palavra: USE
Palavra: THE
Palavra: E-VERIFY
Palavra: SYSTEM
Probabilidade: -1
Alfa: -5.0
Palavra: THE
Palavra: E-VERIFY
Palavra: SYSTEM
Palavra: TO
Probabilidade: -1
Alfa: -5.0
Palavra: E-VERIFY
Palavra: SYSTEM
Palavra: TO
Palavra: DETERMINE
Probabilidade: -1
Alfa: -5.0
Palavra: SYSTEM
Palavra: TO
Palavra: DETERMINE
Palavra: IF
Probabilidade: -1
Alfa: -5.0
Palavra: TO
Palavra: DETERMINE
Palavra: IF
Palavra: SOMEONE
Probabilidade: -1
Alfa: -5.0
Palavra: DETERMINE
Palavra: IF
Palavra: SOMEONE
Palavra: IS
Probabilidade: -1
Alfa: -5.0
Palavra: IF
Palavra: SOMEONE
Palavra: IS
Palavra: LEGALLY
Probabilidade: -1
Alfa: -5.0
Palavra: SOMEONE
Palavra: IS
Palavra: LEGALLY
Palavra: IN
Probabilidade: -1
Alfa: -5.0
Palavra: IS
Palavra: LEGALLY
Palavra: IN
Palavra: OUR
Probabilidade: -1
Alfa: -5.0
Palavra: LEGALLY
Palavra: IN
Palavra: OUR
Palavra: COUNTRY
Probabilidade: -1
Alfa: -5.0
Palavra: IN
Palavra: OUR
Palavra: COUNTRY
Palavra: WHEN
Probabilidade: -1
Alfa: -5.0
Palavra: OUR
Palavra: COUNTRY
Palavra: WHEN
Palavra: THEY
Probabilidade: -1
Alfa: -5.0
Palavra: COUNTRY
Palavra: WHEN
Palavra: THEY
Palavra: APPLY
Probabilidade: -1
Alfa: -5.0
Palavra: WHEN
Palavra: THEY
Palavra: APPLY
Palavra: FOR
Probabilidade: -1
Alfa: -5.0
Palavra: THEY
Palavra: APPLY
Palavra: FOR
Palavra: A
Probabilidade: -1
Alfa: -5.0
Palavra: APPLY
Palavra: FOR
Palavra: A
Palavra: JOB
Probabilidade: 0.0
Alfa: 0.0
['1', 'The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job']
Probabilidade do texto:  1
Probabilidade calculada: 0.030303030303030276
Palavra: 57%
Palavra: OF
Palavra: THE
Palavra: JOBS
Probabilidade: -1
Alfa: -5.0
Palavra: OF
Palavra: THE
Palavra: JOBS
Palavra: CREATED
Probabilidade: 0.625
Alfa: 3.125
Palavra: THE
Palavra: JOBS
Palavra: CREATED
Palavra: IN
Probabilidade: 0.4375
Alfa: 2.1875
Palavra: JOBS
Palavra: CREATED
Palavra: IN
Palavra: AUSTIN
Probabilidade: -1
Alfa: -5.0
Palavra: CREATED
Palavra: IN
Palavra: AUSTIN
Palavra: FROM
Probabilidade: -1
Alfa: -5.0
Palavra: IN
Palavra: AUSTIN
Palavra: FROM
Palavra: 2009
Probabilidade: -1
Alfa: -5.0
Palavra: AUSTIN
Palavra: FROM
Palavra: 2009
Palavra: TO
Probabilidade: -1
Alfa: -5.0
Palavra: FROM
Palavra: 2009
Palavra: TO
Palavra: 2013
Probabilidade: -1
Alfa: -5.0
Palavra: 2009
Palavra: TO
Palavra: 2013
Palavra: DO
Probabilidade: -1
Alfa: -5.0
Palavra: TO
Palavra: 2013
Palavra: DO
Palavra: NOT
Probabilidade: -1
Alfa: -5.0
Palavra: 2013
Palavra: DO
Palavra: NOT
Palavra: PAY
Probabilidade: -1
Alfa: -5.0
Palavra: DO
Palavra: NOT
Palavra: PAY
Palavra: FAMILIES
Probabilidade: -1
Alfa: -5.0
Palavra: NOT
Palavra: PAY
Palavra: FAMILIES
Palavra: A
Probabilidade: -1
Alfa: -5.0
Palavra: PAY
Palavra: FAMILIES
Palavra: A
Palavra: LIVING
Probabilidade: -1
Alfa: -5.0
Palavra: FAMILIES
Palavra: A
Palavra: LIVING
Palavra: WAGE
Probabilidade: -1
Alfa: -5.0
['0.75', '57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage']
Probabilidade do texto:  0.75
Probabilidade calculada: 0.9696969696969697
Palavra: SAYS
Palavra: TEXAS
Palavra: GENERAL
Palavra: LAND
Probabilidade: -1
Alfa: -5.0
Palavra: TEXAS
Palavra: GENERAL
Palavra: LAND
Palavra: OFFICE
Probabilidade: 0.75
Alfa: 3.75
Palavra: GENERAL
Palavra: LAND
Palavra: OFFICE
Palavra: HAS
Probabilidade: -1
Alfa: -5.0
Palavra: LAND
Palavra: OFFICE
Palavra: HAS
Palavra: EARNED
Probabilidade: -1
Alfa: -5.0
Palavra: OFFICE
Palavra: HAS
Palavra: EARNED
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: HAS
Palavra: EARNED
Palavra: THE
Palavra: SCHOOL
Probabilidade: -1
Alfa: -5.0
Palavra: EARNED
Palavra: THE
Palavra: SCHOOL
Palavra: CHILDREN
Probabilidade: -1
Alfa: -5.0
Palavra: THE
Palavra: SCHOOL
Palavra: CHILDREN
Palavra: OF
Probabilidade: -1
Alfa: -5.0
Palavra: SCHOOL
Palavra: CHILDREN
Palavra: OF
Palavra: TEXAS
Probabilidade: -1
Alfa: -5.0
Palavra: CHILDREN
Palavra: OF
Palavra: TEXAS
Palavra: $451932.89
Probabilidade: -1
Alfa: -5.0
Palavra: OF
Palavra: TEXAS
Palavra: $451932.89
Palavra: ON
Probabilidade: -1
Alfa: -5.0
Palavra: TEXAS
Palavra: $451932.89
Palavra: ON
Palavra: WIND
Probabilidade: -1
Alfa: -5.0
Palavra: $451932.89
Palavra: ON
Palavra: WIND
Palavra: LEASES
Probabilidade: -1
Alfa: -5.0
Palavra: ON
Palavra: WIND
Palavra: LEASES
Palavra: THAT
Probabilidade: -1
Alfa: -5.0
Palavra: WIND
Palavra: LEASES
Palavra: THAT
Palavra: HAVENT
Probabilidade: -1
Alfa: -5.0
Palavra: LEASES
Palavra: THAT
Palavra: HAVENT
Palavra: PRODUCED
Probabilidade: -1
Alfa: -5.0
Palavra: THAT
Palavra: HAVENT
Palavra: PRODUCED
Palavra: A
Probabilidade: -1
Alfa: -5.0
Palavra: HAVENT
Palavra: PRODUCED
Palavra: A
Palavra: WATT
Probabilidade: -1
Alfa: -5.0
Palavra: PRODUCED
Palavra: A
Palavra: WATT
Palavra: OF
Probabilidade: -1
Alfa: -5.0
Palavra: A
Palavra: WATT
Palavra: OF
Palavra: ENERGY
Probabilidade: -1
Alfa: -5.0
['1', 'Says Texas General Land Office has earned the school children of Texas $451932.89 on wind leases that havent produced a watt of energy']
Probabilidade do texto:  1
Probabilidade calculada: 0.9696969696969697
Palavra: WE
Palavra: ARE
Palavra: WITHIN
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: ARE
Palavra: WITHIN
Palavra: THE
Palavra: MARGIN
Probabilidade: -1
Alfa: -5.0
Palavra: WITHIN
Palavra: THE
Palavra: MARGIN
Palavra: OF
Probabilidade: -1
Alfa: -5.0
Palavra: THE
Palavra: MARGIN
Palavra: OF
Palavra: ERROR
Probabilidade: -1
Alfa: -5.0
['0.5', 'We are within the margin of error']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.9696969985961914
Palavra: STATE
Palavra: SUPPORT
Palavra: FOR
Palavra: LOCAL
Probabilidade: -1
Alfa: -5.0
Palavra: SUPPORT
Palavra: FOR
Palavra: LOCAL
Palavra: SCHOOLS
Probabilidade: -1
Alfa: -5.0
Palavra: FOR
Palavra: LOCAL
Palavra: SCHOOLS
Palavra: PER
Probabilidade: -1
Alfa: -5.0
Palavra: LOCAL
Palavra: SCHOOLS
Palavra: PER
Palavra: PUPIL
Probabilidade: -1
Alfa: -5.0
Palavra: SCHOOLS
Palavra: PER
Palavra: PUPIL
Palavra: HAS
Probabilidade: -1
Alfa: -5.0
Palavra: PER
Palavra: PUPIL
Palavra: HAS
Palavra: DECREASED
Probabilidade: -1
Alfa: -5.0
Palavra: PUPIL
Palavra: HAS
Palavra: DECREASED
Palavra: BY
Probabilidade: -1
Alfa: -5.0
Palavra: HAS
Palavra: DECREASED
Palavra: BY
Palavra: AT
Probabilidade: -1
Alfa: -5.0
Palavra: DECREASED
Palavra: BY
Palavra: AT
Palavra: LEAST
Probabilidade: -1
Alfa: -5.0
Palavra: BY
Palavra: AT
Palavra: LEAST
Palavra: 25
Probabilidade: -1
Alfa: -5.0
Palavra: AT
Palavra: LEAST
Palavra: 25
Palavra: PERCENT
Probabilidade: -1
Alfa: -5.0
Palavra: LEAST
Palavra: 25
Palavra: PERCENT
Palavra: OVER
Probabilidade: -1
Alfa: -5.0
Palavra: 25
Palavra: PERCENT
Palavra: OVER
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: PERCENT
Palavra: OVER
Palavra: THE
Palavra: PAST
Probabilidade: 0.5
Alfa: 2.5
Palavra: OVER
Palavra: THE
Palavra: PAST
Palavra: DECADE
Probabilidade: 0.5
Alfa: 2.5
['0.5', 'State support for local schools per pupil has decreased by at least 25 percent over the past decade']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.8535263350063934
Palavra: EACH
Palavra: CORBETT
Palavra: ADMINISTRATION
Palavra: BUDGET
Probabilidade: -1
Alfa: -5.0
Palavra: CORBETT
Palavra: ADMINISTRATION
Palavra: BUDGET
Palavra: FINISHED
Probabilidade: -1
Alfa: -5.0
Palavra: ADMINISTRATION
Palavra: BUDGET
Palavra: FINISHED
Palavra: IN
Probabilidade: -1
Alfa: -5.0
Palavra: BUDGET
Palavra: FINISHED
Palavra: IN
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: FINISHED
Palavra: IN
Palavra: THE
Palavra: BLACK
Probabilidade: -1
Alfa: -5.0
['0.5', 'Each Corbett administration budget finished in the black']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.969696968793869
Palavra: SAYS
Palavra: HILLARY
Palavra: CLINTON
Palavra: PROMISED
Probabilidade: -1
Alfa: -5.0
Palavra: HILLARY
Palavra: CLINTON
Palavra: PROMISED
Palavra: RUNNING
Probabilidade: -1
Alfa: -5.0
Palavra: CLINTON
Palavra: PROMISED
Palavra: RUNNING
Palavra: FOR
Probabilidade: -1
Alfa: -5.0
Palavra: PROMISED
Palavra: RUNNING
Palavra: FOR
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: RUNNING
Palavra: FOR
Palavra: THE
Palavra: SENATE
Probabilidade: -1
Alfa: -5.0
Palavra: FOR
Palavra: THE
Palavra: SENATE
Palavra: YEARS
Probabilidade: -1
Alfa: -5.0
Palavra: THE
Palavra: SENATE
Palavra: YEARS
Palavra: AGO
Probabilidade: -1
Alfa: -5.0
Palavra: SENATE
Palavra: YEARS
Palavra: AGO
Palavra: 200000
Probabilidade: -1
Alfa: -5.0
Palavra: YEARS
Palavra: AGO
Palavra: 200000
Palavra: JOBS
Probabilidade: -1
Alfa: -5.0
Palavra: AGO
Palavra: 200000
Palavra: JOBS
Palavra: FOR
Probabilidade: -1
Alfa: -5.0
Palavra: 200000
Palavra: JOBS
Palavra: FOR
Palavra: UPSTATE
Probabilidade: -1
Alfa: -5.0
Palavra: JOBS
Palavra: FOR
Palavra: UPSTATE
Palavra: NEW
Probabilidade: -1
Alfa: -5.0
Palavra: FOR
Palavra: UPSTATE
Palavra: NEW
Palavra: YORK.
Probabilidade: -1
Alfa: -5.0
Palavra: UPSTATE
Palavra: NEW
Palavra: YORK.
Palavra: NOT
Probabilidade: -1
Alfa: -5.0
Palavra: NEW
Palavra: YORK.
Palavra: NOT
Palavra: ONLY
Probabilidade: -1
Alfa: -5.0
Palavra: YORK.
Palavra: NOT
Palavra: ONLY
Palavra: DIDNT
Probabilidade: -1
Alfa: -5.0
Palavra: NOT
Palavra: ONLY
Palavra: DIDNT
Palavra: THEY
Probabilidade: -1
Alfa: -5.0
Palavra: ONLY
Palavra: DIDNT
Palavra: THEY
Palavra: COME
Probabilidade: -1
Alfa: -5.0
Palavra: DIDNT
Palavra: THEY
Palavra: COME
Palavra: BUT
Probabilidade: -1
Alfa: -5.0
Palavra: THEY
Palavra: COME
Palavra: BUT
Palavra: THEY
Probabilidade: -1
Alfa: -5.0
Palavra: COME
Palavra: BUT
Palavra: THEY
Palavra: LOST
Probabilidade: -1
Alfa: -5.0
Palavra: BUT
Palavra: THEY
Palavra: LOST
Palavra: SO
Probabilidade: -1
Alfa: -5.0
Palavra: THEY
Palavra: LOST
Palavra: SO
Palavra: MANY
Probabilidade: -1
Alfa: -5.0
Palavra: LOST
Palavra: SO
Palavra: MANY
Palavra: JOBS
Probabilidade: -1
Alfa: -5.0
['0.75', 'Says Hillary Clinton promised running for the Senate years ago 200000 jobs for upstate New York. Not only didnt they come but they lost so many jobs']
Probabilidade do texto:  0.75
Probabilidade calculada: 0.9696969696969697
Palavra: A
Palavra: COUPLE
Palavra: OF
Palavra: HUNDRED
Probabilidade: -1
Alfa: -5.0
Palavra: COUPLE
Palavra: OF
Palavra: HUNDRED
Palavra: AMERICAN
Probabilidade: -1
Alfa: -5.0
Palavra: OF
Palavra: HUNDRED
Palavra: AMERICAN
Palavra: CITIES
Probabilidade: -1
Alfa: -5.0
Palavra: HUNDRED
Palavra: AMERICAN
Palavra: CITIES
Palavra: ARE
Probabilidade: -1
Alfa: -5.0
Palavra: AMERICAN
Palavra: CITIES
Palavra: ARE
Palavra: INFESTED
Probabilidade: -1
Alfa: -5.0
Palavra: CITIES
Palavra: ARE
Palavra: INFESTED
Palavra: BY
Probabilidade: -1
Alfa: -5.0
Palavra: ARE
Palavra: INFESTED
Palavra: BY
Palavra: MEMBERS
Probabilidade: -1
Alfa: -5.0
Palavra: INFESTED
Palavra: BY
Palavra: MEMBERS
Palavra: OF
Probabilidade: -1
Alfa: -5.0
Palavra: BY
Palavra: MEMBERS
Palavra: OF
Palavra: THE
Probabilidade: -1
Alfa: -5.0
Palavra: MEMBERS
Palavra: OF
Palavra: THE
Palavra: MEXICAN
Probabilidade: -1
Alfa: -5.0
Palavra: OF
Palavra: THE
Palavra: MEXICAN
Palavra: CARTELS
Probabilidade: -1
Alfa: -5.0
['1', 'A couple of hundred American cities are infested by members of the Mexican cartels']
Probabilidade do texto:  1
Probabilidade calculada: 0.9696969696969697
Palavra: BARACK
Palavra: OBAMAS
Palavra: HEALTH
Palavra: CARE
Probabilidade: 0.25
Alfa: 1.25
Palavra: OBAMAS
Palavra: HEALTH
Palavra: CARE
Palavra: PLAN
Probabilidade: 0.5
Alfa: 2.5
Palavra: HEALTH
Palavra: CARE
Palavra: PLAN
Palavra: IS
Probabilidade: 0.0
Alfa: 0.0
Palavra: CARE
Palavra: PLAN
Palavra: IS
Palavra: TO
Probabilidade: -1
Alfa: -5.0
Palavra: PLAN
Palavra: IS
Palavra: TO
Palavra: MANDATE
Probabilidade: -1
Alfa: -5.0
Palavra: IS
Palavra: TO
Palavra: MANDATE
Palavra: HEALTH
Probabilidade: -1
Alfa: -5.0
Palavra: TO
Palavra: MANDATE
Palavra: HEALTH
Palavra: CARE
Probabilidade: -1
Alfa: -5.0
Palavra: MANDATE
Palavra: HEALTH
Palavra: CARE
Palavra: COVERAGE
Probabilidade: -1
Alfa: -5.0
Palavra: HEALTH
Palavra: CARE
Palavra: COVERAGE
Palavra: AND
Probabilidade: 0.0
Alfa: 0.0
Palavra: CARE
Palavra: COVERAGE
Palavra: AND
Palavra: HAVE
Probabilidade: -1
Alfa: -5.0
Palavra: COVERAGE
Palavra: AND
Palavra: HAVE
Palavra: A
Probabilidade: -1
Alfa: -5.0
Palavra: AND
Palavra: HAVE
Palavra: A
Palavra: UNIVERSAL
Probabilidade: -1
Alfa: -5.0
Palavra: HAVE
Palavra: A
Palavra: UNIVERSAL
Palavra: GOVERNMENT-RUN
Probabilidade: -1
Alfa: -5.0
Palavra: A
Palavra: UNIVERSAL
Palavra: GOVERNMENT-RUN
Palavra: PROGRAM
Probabilidade: -1
Alfa: -5.0
['0.25', 'Barack Obamas health care plan is to mandate health care coverage and have a universal government-run program']
Probabilidade do texto:  0.25
Probabilidade calculada: 0.9696969976930916
Palavra: HOLLYWOOD
Palavra: IS
Palavra: 1
Palavra: IN
Probabilidade: -1
Alfa: -5.0
Palavra: IS
Palavra: 1
Palavra: IN
Palavra: BROWARD
Probabilidade: -1
Alfa: -5.0
Palavra: 1
Palavra: IN
Palavra: BROWARD
Palavra: HOMICIDES
Probabilidade: -1
Alfa: -5.0
Palavra: IN
Palavra: BROWARD
Palavra: HOMICIDES
Palavra: IN
Probabilidade: -1
Alfa: -5.0
Palavra: BROWARD
Palavra: HOMICIDES
Palavra: IN
Palavra: 2013.
Probabilidade: -1
Alfa: -5.0
Palavra: HOMICIDES
Palavra: IN
Palavra: 2013.
Palavra: THANKS
Probabilidade: -1
Alfa: -5.0
Palavra: IN
Palavra: 2013.
Palavra: THANKS
Palavra: CHIEF
Probabilidade: -1
Alfa: -5.0
Palavra: 2013.
Palavra: THANKS
Palavra: CHIEF
Palavra: FERNANDEZ
Probabilidade: -1
Alfa: -5.0
['0.5', 'Hollywood is 1 in Broward homicides in 2013. Thanks Chief Fernandez']
Probabilidade do texto:  0.5
Probabilidade calculada: 0.9696969696969973
Palavra: 50
Palavra: PERCENTOF
Palavra: MURDERS
Palavra: IN
Probabilidade: -1
Alfa: -5.0
Palavra: PERCENTOF
Palavra: MURDERS
Palavra: IN
Palavra: TEXAS
Probabilidade: -1
Alfa: -5.0
Palavra: MURDERS
Palavra: IN
Palavra: TEXAS
Palavra: HAVE
Probabilidade: -1
Alfa: -5.0
Palavra: IN
Palavra: TEXAS
Palavra: HAVE
Palavra: BEEN
Probabilidade: -1
Alfa: -5.0
Palavra: TEXAS
Palavra: HAVE
Palavra: BEEN
Palavra: LINKED
Probabilidade: -1
Alfa: -5.0
Palavra: HAVE
Palavra: BEEN
Palavra: LINKED
Palavra: TO
Probabilidade: -1
Alfa: -5.0
Palavra: BEEN
Palavra: LINKED
Palavra: TO
Palavra: ILLEGAL
Probabilidade: -1
Alfa: -5.0
Palavra: LINKED
Palavra: TO
Palavra: ILLEGAL
Palavra: ALIENS
Probabilidade: -1
Alfa: -5.0
['0', '50 percentof murders in Texas have been linked to illegal aliens']
Probabilidade do texto:  0
Probabilidade calculada: 0.9696969696969973
Palavra: PAUL
Palavra: RYAN
Palavra: CUT
Palavra: EMBASSY
Probabilidade: -1
Alfa: -5.0
Palavra: RYAN
Palavra: CUT
