text;ground_truth;found;phrases_found;out_of
More than 50 percent of those people getting minimum wage in this state are high school students;0.25;0.9778225205143596;8;15
If you survey most North Carolina Democrats also agree with our election laws and voter ID;0.25;-1;0;14
Says Tom Perriello voted to give tax breaks to foreign companies creating jobs in China;0.0;0.0036996430240303635;3;13
Ted Cruz is in negotiations to be Donald Trumps running mate;0.0;0.0;1;9
During a town hall meeting on health care ABC didnt even allow ads that opposed the presidents health care plan to be aired;1.0;0.0002737905988067224;5;21
Says Texas has one state inspector for every 4500 oil and gas wells;1.0;0.9816314571682861;2;11
The Obama administration has been raising taxes;0.5;0.0036996430240303635;3;5
Boeing is building a brand new 747 Air Force One for future presidents but costs are out of control more than $4 billion. Cancel order;0.5;0.970366990629875;4;23
Peter DeFazio will sneak in a 1 percent tax on all banking transactions;0.0;0.9982273479231707;3;11
If you threw a barbecue yesterday for the Memorial weekend it was 29 percent more expensive than last year because Barack Obamas policies have led to groceries going up 29 percent;0.0;0.008064171999929592;7;29
Says Catherine Cortez Masto failed Nevada rape victims. While attorney general thousands of rape kits were never sent for DNA analysis;0.5;0.10540319622977967;3;19
Says President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office;0.0;0.024533820451535404;7;20
Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him;0.0;0.6505444666810518;6;25
A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents;0.0;-1;0;15
The U.S. House rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker;0.5;0.9929840108917578;3;22
America used to be the third easiest country to get established in a business. Its now number 17;0.25;0.9816314571682861;2;16
Public support for abortion is actually going down a little bit polls show;0.0;-1;0;11
Students In Fla. High School Forced To Recite Islamic Prayer Make Prayer Rugs;0.25;-1;0;11
Says Senate Republicans are following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year;0.0;0.7637018566354163;5;22
When I took office in 2003 we had very little reserves;0.25;0.9982273479231707;3;9
The impact of the 2010 federal health care legislation will be huge on Georgia;0.75;0.004928979749905027;4;12
The 2015 Legislature passed the fewest laws in 20 years;1.0;0.0;1;8
The Congressional Budget Office has this economic model where they measure the economy going forward and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation cant conceive of any way in which the U.S. economy can continue;0.5;0.07045327522563993;7;44
There are more atheists in the country right now than Jews Muslims Hindus and Buddhists combined and doubled;0.0;0.903495225883198;3;16
We have doubled the distance our cars will go on a gallon of gas;0.0;0.9997920951290148;2;12
When was the last time you saw a Chevrolet in Japan? It doesnt exist folks;0.25;0.9997920951290148;2;13
Documents released from the Soviet Union show the Soviet Union started treating President Ronald Reagan more seriously after Reagan fired the air traffic controllers;0.0;0.9816314571682861;4;22
Says tanking Rick Perrys federal tax plan has huge tax cuts for rich people and big tax hikes for everyone else;0.25;1.0;1;19
Powerful Houston Democrats Sylvia Garcia Democrat county commissioner in Harris County and Elyse Lanier wife of the former liberal Democrat mayor Bob Lanier sponsored a Democrat fundraiser for Speaker Joe Straus with numerous Democrat officials and high-ranking union officials;0.25;1.0;2;37
Says he cut the budget;0.75;1.0;2;3
Georgia has the countrys second highest number of fraudulent tax refund claims;0.5;0.903495225883198;3;10
Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure;1.0;0.10540319622977967;3;29
Says that 500000 federal workers  one-fourth of the federal workforce  make more than $100000 a year;0.75;0.9703087421325303;6;14
Weve caught Iran cheating on the interim nuclear deal;0.25;-1;0;7
Im the only candidate for Milwaukee County executive that has voted against increasing government pensions;1.0;0.04676309567652748;4;13
Were fifth in the world in executions behind China Iran Iraq and Saudi Arabia;0.75;0.903495225883198;3;12
McCain opposes a womans right to choose;1.0;1.0;3;5
By the year 2015 Medicaid will take up half our budget;0.25;-1;0;9
Texas has 600000 registered voters who dont have the kind of photo ID needed to vote;0.75;0.029219963919653535;2;14
Says Scott Brown co-sponsored legislationto let employers deny women coverage formammograms;0.25;0.9999916401765688;5;9
Light rail does not reduce congestion;0.5;1.0;1;4
Nazi imagery was used by the Block for Governor campaign to describe supporters of Allan Fung for Governor;0.0;0.0;1;16
Elena Kagan has published five scholarly review articles mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues;0.5;0.9886814717481954;2;23
Says the Congressional Budget Office said if youre going to buy your own policy with these health care exchanges youll be paying 10 percent more about $2100 more for a family;0.25;0.8563401885879275;7;29
Russian annexation of Crimea removes a million residents of the Ukraine that have provided the margin of victory for Viktor Yanukovych the pro-Moscow prime minister in his last election;0.75;0.013345471634197303;3;27
Says a man opted out of Obamacare after the marketplace launched on Oct. 1 2013 and was informed he owed a $4000 fine;0.0;0.0022511855120275204;3;21
Multnomah Countys food action plan clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice;0.0;0.9816314571682861;2;31
Says that according to a study under Obamas health care initiative nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent;0.0;0.09842885575125238;13;30
Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years;1.0;0.998907707987725;6;25
Four times I said he John McCainis a hero but you know people choose selective pieces;0.25;1.0;1;14
PolitiFact Wisconsin concluded that the charge that Justice Prosser prejudges matters that come before the court is True;0.0;-1;0;16
Says unemployment in Ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way;0.0;0.8482526879378536;7;23
The United States invented the community college. Nobody else had ever done anything like it;0.75;1.0;1;13
Austin mayoral candidate Mike Martinez takes corporate money;0.0;1.0;1;6
Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States;0.5;0.14356121187240878;6;20
Says that before health care reform one of every three health care dollars spent  more than $800 billion a year  didnt go for health care;0.75;0.8047213557365078;8;23
Says Wisconsin Assembly Republicans voted to repeal a law that ensures that women cannot get paid less than a man for doing the same job;0.25;0.20203257200520253;11;23
As many as 22000 Americans die each year because they dont have health insurance;0.5;0.7238424780393389;5;12
Milwaukee is the most segregated city in America;0.75;0.9816314571682861;4;6
On Common Core;0.0;1.0;1;1
The Christian Coalition gave Adam Hasner an F;0.5;-1;0;6
Eighty-five percent of Rhode Island tax returns that were filed for the year 2010 were from individuals who earned $30000 or less;0.0;0.970366990629875;4;20
Says state lawmakers have voted to spend virtually all of the Rainy Day Fund four times since the funds creation;1.0;0.970366990629875;4;18
The Denver Post has actually hired an editor to promote pot;0.0;-1;0;9
Says the Southwest Florida Water Management District has $850 million in reserves enough money in savings to run without levying taxes for more than two years;0.0;0.1266135384083047;3;24
John McCain began his career in Washington as a lobbyist when he was appointed in 1976 as the Navys liaison to the United States Senate;0.5;0.32067062698339455;5;23
Eliminating the state tax on health savings accounts will make it easier for small business owners to provide health insurance to their employees;0.25;0.970366990629875;8;21
Since he took office as Milwaukee County executive we have never raised bus fares and this year therell be a million route-miles more than there were five years ago;0.75;0.009079538056282588;7;27
The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression;1.0;0.903495225883198;9;18
Says President Barack Obama promised he would cut the deficit in half but instead will at least double it;0.25;0.970366990629875;8;17
Says Russ Feingold formed his own political group to pay himself and his staff millions;0.5;0.0;1;13
Says Rob Portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed;0.25;0.008920338468772382;7;23
Says some states with the largest reductions in crime have also lowered their prison population;1.0;1.0;1;13
Today our unemployment rate is 7.8 percent. That is the lowest in five years;0.75;0.6923337924035369;6;12
Says she was the the only Democrat who voted against the Wall Street bailout;1.0;0.10540319622977967;6;12
California has the same water infrastructure from when we were 16 million people;0.75;1.0;3;11
97 percent of the work that Planned Parenthood does is about mammograms and preventative health;0.5;0.029219963919653535;4;13
Al Sharpton went to Ferguson Mo. and is declaring as a matter of fact that Michael Brown didnt use any deadly force or posed no deadly threat to the officer;1.0;0.999871890918213;4;28
Why are Muslim armies so useless against ISIS? There are 20000 or 30000 ISIS fighters. The countries surrounding ISIS have armies totaling 5 million people;0.75;1.0;1;23
Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters;1.0;1.0;2;14
Says Joe Kyrillos voted to raid the states pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money;0.0;0.9875793852046827;5;31
John McCain said he wouldnt even sit down with the government of Spain a NATO ally that has troops in Afghanistan with us now;0.25;0.983684787793778;7;22
John McCain wants to give oil companies another $4-billion in tax breaks;1.0;0.0016863146352902314;7;10
Under Greg Abbott Texas four-year-olds would be forced to undergo standardized tests;0.25;0.9816314571682861;2;10
I cut state spending more than anybody in the 2016 GOP field;0.5;0.0005504022620459459;5;10
Since Mr. Fosters been mayor we have less small businesses in the city of St. Petersburg;0.0;0.6505444666810516;6;14
In America we pay by far the highest prices in the world for prescription drugs;0.75;0.9703087421325303;6;13
Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015;0.0;-1;0;11
Mark Kirks claim of national security expertise is based on his military record which he lied about at least 10 times;0.75;0.0;2;19
The Republican Party has 21 percent party ID and shrinking;0.75;1.0;2;8
I was totally against the war in Iraq saying for many years that it would destabilize the Middle East;0.0;0.006848834716777108;10;17
Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are inaccurate;0.0;1.0;3;12
Large parts of Florida have experienced years of below average rainfall;0.5;-1;0;9
Crimea was part of Russia until 1954 when it was given to the Soviet Republic of the Ukraine;1.0;0.970366990629875;4;16
President Barack Obama has virtually no one in his cabinet with private-sector experience;0.0;0.0;3;11
Florida still averages more students in its classrooms than any other state in the Southeast;0.5;0.7238424780393389;5;13
Florida was the only state during my eight years to go from AA to AAA in its bond rating;0.0;0.997325452788479;5;17
The stimulus includes $7 million to build a bridge in Thedford Nebraska to help 168 residents avoid a 30-second wait at a local train crossing. Not one full-time job will be created;0.5;0.07400459910006651;5;30
Obamacare isnt helping anyone;0.0;-1;0;2
Sixty-one percent of our active military are currently listed as overweight;0.75;0.02135784864739665;2;9
Nearly one in four people in their prime working years are not working;0.75;0.9982273479231707;3;11
Under former President George W. Bushs administration while the population in that period grew by 10 percent the number of jobs in the nation grew by 1 percent;0.75;0.11808642017558268;11;26
A little less than 50 percent of the people in this country depend on some form of federal payment some form of government benefit to help provide for them;0.75;0.9798347837801858;11;27
Says Hillary Clinton couldnt bring herself to say we need to separate commercial banking and speculative banking namely reinstating Glass-Steagall;0.75;0.0;2;18
A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit insider knowledge of the financial industry in order to turn personal profit;1.0;0.9875793852046827;5;26
Why do we have automatic citizenship upon birth? Were the only country in the world that has it;0.0;0.07400459910006651;5;16
There are approximately 20000 annual gun purchases in Rhode Island;1.0;1.0;1;8
The Hollywood celebrities endorsing Hillary Clinton are in many cases celebrities that arent very hot anymore;0.25;0.0036996430240303635;3;14
Before Congress Tom Cotton got paid handsomely working for insurance companies and corporate interests;0.0;-1;0;12
It will cost $50000 per enrollee in Obamacare over the next 10 years;0.0;0.021453410365381842;5;11
According to HUD it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood;0.0;-1;0;17
Says when he was governorwe expanded participation in Virginia in early childhood programs by nearly 40 percent;1.0;0.9347444902845315;5;15
Members of Congress can retire with the same pay after only one term in offic;0.0;1.0;1;13
The next state budget will begin with a surplus of over half a billion dollars  $535 million to be exact;0.0;0.7632373742197286;9;18
A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk;0.75;0.0;1;17
Says that since he took office there have been no large-scale attacks on the United States;0.5;0.02781775977640244;7;14
Twenty two years ago when he was running for governor Bill Nelson missed 56 percent of his votes in the U.S. House;1.0;0.10390866190004433;13;20
Says the University of Texas can afford to build a medical school because it has a $7 billion endowment and its football program had a $50 million profit last year;0.5;0.008064171999929592;7;28
Under Governor Crist 3000 teachers laid off;0.25;-1;0;5
Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone in just over a year;1.0;0.2026299904685661;4;17
President Obama funneled $716 billion out of Medicare at the expense of the elderly;0.25;0.9272990463689331;3;12
George Bush never suggested that we eliminate funding for Planned Parenthood;0.75;0.9982273479231707;3;9
SaysMichele Bachmann said on Fox News This country could use a president like Benjamin Franklin again;0.0;-1;0;14
By declaring that Pluto was no longer a planet the International Astronomical Union put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does;0.5;0.0003899541996420508;3;37
The president came in and campaigned against me 12 times;0.25;0.0;1;8
I was appointed U.S. attorney by President Bush on Sept. 10 2001;0.25;-1;0;10
Says there are probably 2 million it could be even 3 million criminal immigrants in the country illegally;0.5;0.947436680549142;5;16
Says President Barack Obama released a statement on the death of brother Robin Williams before a statement on brother Michael Brown;1.0;0.0036996430240303635;3;19
I became a Republican sooner in my life than Ronald Reagan did in his;1.0;0.0;1;12
Pete Sessions has held at least two fundraisers at adult-themed clubs and made no apologies;0.5;-1;0;13
The most popular name is no longer John or Steven. Its Jose Camilo and Maria;0.25;0.9886814717481954;2;13
Says the governor took away a billion dollars of rebates so in real dollars our property taxes have gone up 20 percent;0.5;0.0036996430240303635;3;20
English is our national languageif it becomes official that means in a place like New York City you cant print ballots in any other language;0.0;0.8096618224350023;4;23
When a Gallup poll asked about presidential candidate characteristics When they get to the question on Would you vote for a socialist it is even less popular than voting for atheists;1.0;1.0;2;29
Says in Chicago we take more guns off the streets than New York or L.A;1.0;0.9997920951290148;2;13
Under Randi Shade Austin has had the highest cost of living of any large Texas city;0.25;0.2026299904685661;4;14
Says that under the new healthcare law full- and part-time workers will be required to buy insurance costing $375 to $1000 a month starting in 2014;0.5;0.009369984150547461;5;24
Newt Gingrich has suggested building a mirror system in space could improve the Earths habitability;1.0;1.0;1;13
By allowing brewpubs to sell beer Georgia could become like Mexico with only a couple of manufacturers controlling all aspects of market;0.0;1.0;1;20
Says Did you know that if you accepted the Districts proposal today you would have NO pay increase for 4 years? Seven years of frozen wages = Disrespect;0.25;0.9816314571682861;4;26
Says a car driving former University of Missouri System President Tim Wolfe ran through the students hit one of them at the MU Homecoming Parade;0.25;0.0;1;23
Today we stand as the highest-performing urban school district in America;0.5;-1;0;9
The CBO found that the House Republican health care plan would lower premiums by up to about 10 percent and for purchasers in the individual market those cost savings could even be higher;0.75;0.07400459910006651;10;31
I just want to assure you were not talking about cutting Medicare benefits;0.5;-1;0;11
When we had a conservative Republican president we were losing 750000 jobs a month;0.75;0.9996625966342395;4;12
After one year Tennessees students made their biggest single-year jump in achievement ever recorded in the state;0.75;1.0;1;15
Bill McCollum diverted a state plane to his home 53 times. A state auditor called it: likely a misuse of state resources;0.25;-1;0;20
No member of the American public has ever been killed by commercial nuclear power a record unmatched by other fuels;1.0;0.9816314571682861;4;18
Poll after poll after poll shows me beating Hillary;0.25;-1;0;7
The people in Massachusetts like the state health care plan by about a 3-1 margin;1.0;0.004928979749905027;4;13
Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and we spend $100000 on their education in those four years more than is spent on any other set of students in the United States;0.25;0.5889038870048331;7;41
Says President Barack Obama is trying to pack the D.C. Circuit Court of Appeals;0.0;0.008920338468772382;7;12
Anyone who knows you can just look it up to see if you voted;0.5;0.0;1;12
Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges;0.0;0.8482526879378532;7;26
Bob Menendez just voted to increase the governments debt ceiling to $1.9 TRILLION In his 19 years in Congress Menendez has helped overspend America over $15 TRILLION into debt;0.25;0.9886814717481954;4;27
I havent really proposed phasing out aid to Israel in the past;0.0;0.9816314571682861;2;10
Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending size and reach of the IRS;0.0;0.04676309567652748;4;17
One of George Soros companies has provided some of the voting machines for some states;0.0;1.0;2;13
Says the Obama administration will no longer enforce the Defense of Marriage Act DOMA;0.5;0.0;5;12
And the revenue generated by drilling off Virginias coast? $40 million over 10 years;0.25;0.0006240755668783793;2;12
Mitt Romney gave away his fathers inheritance;1.0;1.0;1;5
There are only four countries in the world that legalize abortion after five months  China North Korea Canada and the U.S;0.5;0.3948398379963286;6;19
First he Obama opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge;0.5;0.9978456519598335;4;26
Says Cathy Jordan was arrested and dragged out of her home by a SWAT team of hooligans for using medical marijuana;0.25;1.0;1;19
Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough;0.0;0.0;1;31
Currently Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business;0.75;0.9922527616019173;8;27
The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air;0.0;0.013345471634197303;9;33
Says Tom Cotton voted to turn Medicare into a voucher system;0.75;0.9924487634404972;7;9
The significant drop in Floridas unemployment rate is a good economic sign;0.25;0.02135784864739665;2;10
Federal spending is all discretionary other than interest on the national debt. Social Security is discretionary. We have the discretion to change the law. Same is true with Medicare and Medicaid;1.0;0.9816314571682861;6;29
By age 65 the average woman will have lost $431000 throughout her working career was a result of the pay gap;0.75;0.9886814717481954;2;19
Says crime is rising in Manchester and has gone up 19 percent under Mayor Ted Gatsas;0.5;0.0022511855120275204;3;14
I am the only candidate that has endorsed Bernie Sanders for President. In PA Ive got Bernies back;1.0;0.0002850305632913219;3;16
John McCain took on the drug industry;0.75;1.0;1;5
War for the soul of the TxDems: 57% of Dem incumbents for Tx House LOST their primary;0.25;-1;0;15
Says Mitt Romney flip-flopped on abortion;1.0;0.970366990629875;4;4
On recusing herself from cases after receiving a campaign contributio;1.0;-1;0;8
Almost 88000 United States service members are still missing and unaccounted for dating back to World War II;0.75;0.903495225883198;3;16
Says judges are using Shariah law in Dearborn Mich;0.0;-1;0;7
John doesnt have a record in the Senate. Johns only passed four bills. Theyre all about post offices;0.0;0.9886814717481954;4;16
Georgia has the fifth-highest number of uninsured people of any state in the union;1.0;0.03139262829501377;9;12
Mitt Romney previously believed that abortion should be safe and legal in this country. Now he is prolife;1.0;0.947436680549142;5;16
Two weeks ago a man entered the worlds busiest airport in Atlanta Georgia carrying a loaded AR-15 automatic weapon with an extended-capacity 100-round magazine;0.5;0.0006240755668783793;2;22
Of six Rhode Island tax-credit programs worth about $35 million three companies got 90 percent of that  CVS and two companies not even located in the state of Rhode Island;1.0;0.36359353352217694;6;28
Two years ago we had the largest structural deficit ever in Wisconsin;0.0;0.997140273124335;4;10
A study by the University of Virginia pulls back the curtain on Medicaids tragically bad outcomes including increased risk of adjusted mortality;0.5;1.0;2;20
Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent;0.0;0.029219963919653535;4;15
Says the New York Times can write a story that they know is false yet they cant basically be sued;0.0;0.0;3;18
More Texans have new jobs today than the entire population of Fort Worth;1.0;0.999920589329064;3;11
Says Oregon recyclers cant recycle plastic bag;0.5;-1;0;5
Says Mark Warner has supported restrictions on veterans second amendment rights;0.75;0.2026299904685661;4;9
Says U.S. Senate candidate Joni Ernst signed a pledge that protects tax breaks for companies that ship jobs overseas;0.0;0.04552859613080407;11;17
His biography says he was the top ROTC officer in the nation;1.0;0.903495225883198;3;10
Says he could be the first president in modern history to be outspent;0.25;0.04603586382162128;6;11
The IRS doesnt have to prove something against you youve got the burden of proof;0.75;0.9272990463689331;3;13
Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year;0.0;0.0036996430240303635;3;19
From 2014 to 2015 Austins murder rate is up a whopping 83 percent;0.25;-1;0;11
It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so;1.0;0.013345471634197303;3;22
Hillary Clinton was against setting a deadline for withdrawal but now she wants a precipitous withdrawal regardless of conditions on the ground or consequences of a defeat for the United States an RNC radio ad;0.5;0.029219963919653535;4;33
In 2009 Yost spent 2.5 times more money than it took to run the prosecutors office before he got there;0.75;0.0;1;18
In this bill that Ive just signed we dont cut anybodys salary. We dont take away their pension. And we dont destroy their health care;0.5;0.28989293403742766;5;23
The United States is seeing greater income inequality now than any time since the 1920s;1.0;0.07650785069505572;7;13
My 7-step plan creates 700000 jobs in 7 years;0.75;-1;0;7
U.S. Rep. Jack Kingston voted to fund Obamacare;0.25;0.9886814717481954;4;6
The United States Senate Democrats and Republicans voted to keep our government open;0.25;0.7637018566354163;5;11
In Ferguson Mo.youve got threeblack officers and 50 white officers with a town that is 67 percent African-American;0.75;-1;0;16
The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus;0.5;0.903495225883198;3;12
Says Republican U.S. Rep. Bob Dold continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list;0.5;0.953765315425364;9;35
Says some Wisconsin state employee contracts gave some employees $4 for bringing in their own lunch;0.75;0.9886814717481954;2;14
More than 50 percent of immigrants from El Salvador Guatemala and Honduras use at least one major welfare program once they get here;0.75;0.997325452788479;5;21
In the Obama economy the youth unemployment rate is double the unemployment rate for all Americans;0.5;0.10540319622977967;6;14
Amniocentesis does in fact result more often than not in this country in abortion;0.0;0.9886814717481954;2;12
The government is going to tell Americans they need to replace functioning stoves in their homes with government-certified stoves and use taxpayer dollars to do so;0.5;0.04343281415774369;8;24
Mr. Warren compared same-sex couples to incest;0.25;-1;0;5
Says Ted Cruzswife Heidi will be the very first pro-life first lady;0.75;0.9886814717481954;2;10
Says we got a chance to pass what I think is Oregons first human trafficking bill which has increased by 66 percent the calls to the human trafficking hotline;0.25;0.9991771322023937;3;27
Iran might not be a superpower but the threat the government of Iran poses is anything but tiny as Obama says;0.0;1.0;1;19
GM has repaid our government loan in full with interest five years ahead of the original schedule;0.5;-1;0;15
Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family;1.0;0.7238424780393389;5;16
From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes;0.75;1.0;1;17
John Boehner has called for repealing the rest of the stimulus which would raise taxes on 110 million middle class people;0.0;0.029219963919653535;6;19
Two-thirds of the federal budget is permanent law its permanently appropriated;0.75;0.9982273479231707;3;9
States with the most gun laws tend to have the fewest gun deaths;0.75;0.9886814717481954;4;11
Says Obama broke his promise to help homeowners facing foreclosure;0.75;0.8443138956712674;4;8
Most women including 98 percent of Catholic women have used contraception;0.75;1.0;1;9
The average age of first marijuana use is 12;0.0;0.9816314571682861;2;7
The United States is 65th out of 142 nations and other territories on equal pay;0.5;1.0;2;13
Ive never supported a payroll tax;0.0;1.0;1;4
Since Barack Obama became president of the United States 95 percent of economic gains have been made by the richest 1 percent;0.75;0.903495225883198;12;20
Obama never held a single Senate hearing on Afghanistan;0.75;0.0;1;7
On serving out his gubernatorial ter;0.0;-1;0;4
More people in this country have seen UFOs than I think approve of George Bushs presidency;0.0;0.903495225883198;3;14
President Obama is a Muslim;0.0;0.0022511855120275204;3;3
Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that in his last term saw the state lose more than 133000 jobs;0.25;0.029219963919653535;4;27
You Hillary Clinton get a subpoena and after getting the subpoena you delete 33000 emails;0.5;-1;0;13
The Supreme Court said the individual mandate is a tax. So its a tax;0.75;0.8443138956712674;4;12
More than 43 percent of all food stamps are given to illegals;0.0;1.0;1;10
The United States ranks second worst in income inequality across developed countries after taxes and transfers;0.75;1.0;1;14
Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donor;1.0;1.0;1;13
Says Hillary Clinton said she was under attack in Bosnia but the attack turned out to be young girls handing her flowers;1.0;0.0008538062914658084;4;20
Says Ohio Treasurer Josh Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his Republican Senate campaign;0.0;0.04676309567652748;4;26
The studies have shown us that drug testing for welfare recipients will be saving us mone;0.0;0.0;1;14
Says Mitt Romney has said different things about whether global warming is caused by human;0.75;0.02135784864739665;4;13
realDonaldTrump is coming to San Antonio which is 60% Mexican-AMERICAN;0.75;0.0;1;8
This president spends 30 times as much money on global warming research as he does on weather forecasting and warning;0.25;0.9816314571682861;4;18
Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program;1.0;0.9929840108917578;3;24
