text;ground_truth;found;phrases_found;out_of
The president is advocating a drone strike program in America;0.0;0.3085829037118937;5;9
Over the history of Austin its always gotten more expensive;0.25;0.15350534868061005;6;9
Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria;0.75;0.029514767898838112;13;15
Says a voter-adopted constitutional amendment instructed a state board headed by Jerry Patterson to put $300 million in investment earnings into a fund supporting public school operations;0.25;0.12276167578355912;11;26
There have been multiple media reports about Donald Trumps business dealings with the mob with the mafia;1.0;0.11709739336596892;8;16
The Greenlight Pinellas 1-cent sales tax is permanent we never get to vote on this again;0.5;0.7504168484961256;12;15
Says state Rep. Fred Clark D-Baraboo ran a red light and seriously injured a bicyclist;1.0;0.8743553520487756;3;14
Hes promising four more years of an administration that will push for the privatization of Social Securit;0.0;0.33859042284160423;10;16
The average person only pays about $1800 in state taxes which is the lowest of all 50 states;0.75;0.606521660566425;12;17
The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012;1.0;0.2839452592900005;9;15
Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011;0.75;0.15847823175846176;13;14
ISIS lures women with kittens nutella;0.25;0.0;1;5
In the past six years alone changes to the pension formula have saved over half a billion dollars;0.25;0.07398683522930938;14;17
Texas added 6600 miles of highway from 2001-2012 more than any other state;0.5;0.8484160151547512;6;12
Premeditation in murder cases like the Oscar Pistorius case can be formed in the twinkling of an eye;0.25;1.0;4;17
Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee;0.0;0.24744717741822875;12;19
Every major newspaper in Texas calls David Dewhurst a moderate;0.25;0.1009010494459629;5;9
Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts;1.0;0.06719654931834529;12;18
Last year Korea sold nearly half a million cars in our country. The United States you know how much we sell to them? Six thousand. What kind of deal is that;0.75;0.47287392992284727;17;30
A married couple that use the same last name is rarer and rarer in our country;0.25;0.026899123990343665;7;15
Claims that former Sen. Tom Daschle said Seniors should be more accepting of the conditions that come with age instead of treating them;0.0;0.013284040645794137;8;22
The tax-cut deal adds more than $800 billion to the deficit over two years  more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform;0.75;0.17197072822609338;29;36
Wrote that in 2006 Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer but in 2011 called his killing historic;0.5;0.017818561987306802;10;24
Thanks to ObamaCare average E.R. wait in California is 5 hours;0.0;0.3269819819317292;5;10
Obama voted for $3-million for an overhead projector at a planetarium in Chicago;0.5;0.6888444552990886;5;12
It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces;1.0;0.11709739336596892;8;19
Says Rep. Justin Amash votes more with the Democrats than with the Republicans;0.0;0.03489540483411813;9;12
Says Mitt Romney runs away from Ronald Reagan;0.25;0.23665318268165159;4;7
We have the lowest percentage of Americans actually holding a job in 40 years;0.75;0.8039059103761041;11;13
Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over las;0.25;0.01015072526707328;5;13
Undocumented immigrantspay $12 billion a year into Social Security;0.5;0.1009010494459629;5;8
Says Miami-Dade mayoral candidate Julio Robaina has the highest salary among Florida mayors. More than $260000;0.5;0.23665318268165159;4;15
The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican and Rick Santorum says he stood up and called for him to resign his chairmanship;1.0;0.919754582723238;26;38
Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift;0.0;0.4871785881208679;16;24
Since 2000 Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent and ozone by 23 percenta reduction that is 12 percent greater than the national average;0.5;0.777433960604604;15;30
Californias Capitol building is second only to Disneyland among visitor sites in the state;0.0;0.3085829037118937;5;13
Under current conditions by 2023 the interest payments on the national debt will be $722 billion larger than the projected defense spending of $696 billion;1.0;0.9337868576363625;13;24
Says President Obama hijacked the farm bill and turned it into a food stamp bill;0.0;0.6417773833146957;11;14
Wealthy taxpayers not middle-income earners get most of the deductions in the tax code;0.75;0.6806821739359428;5;13
Saysthere are actually more people in poverty now than there were when we started the War on Poverty;0.75;0.770473681037928;12;17
Georgia has elected more African-American leaders than any other state in the country;0.25;0.8211737491161142;7;12
There are over 200 documented cases where Obama has lied;0.0;0.1009010494459629;5;9
Says Barack Obama never worked in the private sector before he was elected president;0.0;0.050193483148706974;12;13
Ive also offered a plan that can help fix Social Security thats supported by Robert Reich secretary of labor previously in a previous administration;0.0;0.0480039726496565;11;23
Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15000 jobs;0.0;0.006818032771859772;8;14
Gwinnett Medical Center is operating in the negative in part because of illegal immigrants;0.5;0.014341663610254352;7;13
47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards without selling something or borrowing money;1.0;0.07738132670369802;5;20
House Appropriations Chair David Obeys partial earmark ban wouldnt apply to 90% of earmarks;1.0;0.9733900290327403;2;13
Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration;0.5;0.11709739336596892;8;15
Under Ted Cruzs tax plan businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees;0.75;0.1663256051801345;22;32
The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2;0.0;0.8828389876893965;19;28
While others place their hands over their hearts Obama turns his back to the flag and slouches;0.0;0.9267081548045458;5;16
Steve Poizner increased his departments budget nearly 14 percent;0.0;0.9991683262941708;4;8
As a senator Barack Obama supported an amendment that basically gutted the legal temporary worker program;0.75;0.9267081548045458;10;15
Ken Buck wants to outlaw abortion even in cases of rape or incest;1.0;0.7235392052889096;9;12
While Mayor Kenney personally doesnt support DROP he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them;0.0;0.1009010494459629;5;22
Republicans control the U.S. Senate with 54 seats but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate the majority party represents a minority of the people;0.5;0.7971139193746081;14;36
Forty percent of union members voted Republican in 2008;0.75;0.942897590324572;7;8
Says Scott Walker enacted the biggest cuts to education in our states history;1.0;0.16749810246995023;10;12
Under the presidents plan he cuts Medicare by $716 billion takes that money out of the Medicare trust fund and uses it to pay for Obamacare;0.5;0.027711470823781892;16;25
Says Gov. Rick Scott cut nearly $1 million from mosquito control and closed down the states mosquito research lab a few years ago;0.25;0.060602031410441404;14;22
Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote;0.0;0.007978508180979116;8;11
Lean finely textured beef is the proper name not pink slime and it is a safe widely used product;0.75;0.1009010494459629;5;18
When George Bush took office President Clinton a Democrat and the Democratic Congress at the time had left an annual budget that was in surplus;0.0;0.16288481729715987;19;24
Says the new health care law delivers a $13 billion tax increase on families with special needs;0.0;7.992743199281005e-05;12;16
Says Every year air pollution protections are delayed another 34000 people will die prematurely;0.75;0.770473681037928;4;13
The Tampa Bay Rays prices have been judged the most affordable in all of professional sports;0.75;0.18533752548816151;7;15
The property appraisers budget is $1 million less today than when I took office 16 years ago;1.0;0.770473681037928;12;16
Lets pay attention to kids who are not going to college which ends up being about 60 percent of the kids and get them trained for the jobs that are there. Because you know there are auto mechanic jobs paying $50000 $60000 that they cant get filled. There are airline mechanic jobs paying a lot of money that cant get filled. Remarks at AFSCME forum 6/19/200;1.0;0.6950460696491394;33;65
I am every year the No.1 pick of all of the law enforcement agencies within Texas;0.0;0.15265361138282763;9;15
The U.S. State Department has ordered 160000 Hazmat suits for Ebola prompting concerns that the federal government is anticipating the rapid spread of the virus;0.5;0.6203560302535164;11;24
Republicans fought to protect tax loopholes for corporations that send our jobs overseas;0.5;0.04697689497573665;8;12
We were told there would never be a case of Ebola in the United States;0.0;0.015488850777441998;12;14
Says her congressional district has 10000 medical-device industry jobs and 1000 will be lost because of health-care law tax;0.25;0.02085140206069025;8;18
Two days of interest we pay to China is enough to buy one joint strike fighter jet;1.0;0.1271199332352746;11;16
Says the average Ohio student graduates from a four-year college or university with nearly $27000 in tuition debt;0.5;0.09494004425670388;8;17
A new federal program provides subsidized Obama phones with 70 free minutes of cell phone service every month;0.25;0.13117796889088706;6;17
Our larger domestic threat is from racial supremacist groups;0.0;0.0;1;8
The U.S. had the opportunity with Israel coming and talking to us about improving our security screening procedures and we turned them down;0.5;0.9165730505645618;13;22
If youre a terrorist you cant fly but an assault weapon you can buy;0.75;0.7488607425422323;8;13
Not one penny of Californias Prop 67 bag ban tax goes to the environment;0.5;0.060602031410441404;7;13
In campaigns in the past with Sen. McCain and President George W. Bush and others they have tended to release tax records in April;0.5;0.17152868924373743;16;23
Weve got to find 2 billion gallons of water per day between now and 2025;0.75;0.21962705225111434;8;14
Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote;0.0;0.062405318005428034;25;29
On support for the Export-Import Ban;0.0;0.003132340277695156;5;5
Says he didnt have an involvement withnutritional supplement company Mannatech;0.0;1.0;4;9
The stimulus program cut taxes for 95 percent of the American people;0.5;0.6888444552990886;10;11
Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is;0.0;0.02216060005886078;10;24
New Mexico moved up to sixth in the nation in job growth;0.75;0.4949643332838253;8;11
We worked together to enact the largest tax cut in Florida history;0.0;0.0018813103029095002;7;11
Bill Nelson actually voted in favor of higher taxes 272 times;0.0;0.00636576330366323;7;10
Says he opposed $716 billion cut to Medicare;0.5;0.031043683835743074;6;7
We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers;1.0;0.6161474729384097;17;21
President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions;0.0;0.2747008897322003;17;25
The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria;0.0;0.30858290371189345;10;18
U.S. taxpayers paid $71500 per job created by the stimulus bill;0.75;0.007978508180979116;8;10
David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did;0.75;0.5027296604797904;8;15
South Carolina has the fastest-growing economy in the Southeast;0.75;0.8211737491161142;7;8
By the end of Governor Rick Perrys term he will have drained Texas taxpayers of more than $360000 to pay for the rental mansion he has been living in while the historic Governors Mansion is repaired;1.0;0.11555238243993737;20;35
Obama suggested bombing Pakistan;0.0;0.0;1;3
Says President Obama helped more than half a million veterans and military family members go to college through the Post-9/11 G.I. Bill;0.5;0.22146966850567318;11;21
In our proposal we would have expanded school aid across the board Governor Christie slashed school aid in this budget preferring instead to extend a tax break for millionaires over funding in the classroom;0.5;0.8419999019734743;19;33
From 2008 to 2011 the pages in the conforming bills have gone from 400 pages to 2200;1.0;0.7235392052889096;9;16
Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island;0.0;0.9771948359860736;10;15
The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons;0.0;0.02593248445428009;6;13
As a Member of Congress Chris Murphy was raking in $1 million in salary;0.0;0.2839452592900005;9;13
He admits he still doesnt know how to use a computer cant send an e-mail;0.75;0.015488850777441998;6;14
If todays economy was rebounding at the rate of the Reagan recovery it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year;0.5;0.7990402509334906;21;31
Social Security doesnt contribute a penny to the deficit;0.25;0.6806821739359428;5;8
Says state Sens. Greg Evers Nancy Detert and Charles Dean got a failing grade from conservatives;0.25;0.9733900290327403;4;15
When I was mayor of New York City I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent;0.5;0.7504168484961256;12;20
The average faculty member at UW-Madison brings in close to a quarter million dollars a year in grant money;0.75;0.09614114540687013;10;18
The DNC hack showed you that the Clinton campaign was working to schedule primary debates against Bernie Sanders and the Clinton campaign is continuing this ploy against Donald Trump;0.0;0.10394527442592028;13;28
Bill McCollum served as a lobbyist whose clients enabled mortgages for illegal immigrants;0.0;0.13117796889088706;6;12
We have only one person on the TVA board to my knowledge who even has any corporate board experience;0.75;0.02085140206069025;8;18
John Oxendine is under a state ethics investigation because he illegally funneled more than $120000 to his campaign from shady insurance political action committees in Alabama;0.5;0.052625711730903135;9;25
Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011;0.0;0.051687050826409564;10;21
Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools;0.75;0.8809025235450235;11;21
Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1 2013;0.75;0.13260909362901951;14;19
Says because of Texas lawmakers choices hundreds of thousands of women no longer have access to basic medical care life-saving cancer screenings and contraception;0.5;0.07738132670369802;15;23
Under Gov. Scott Walkers public-school budgets a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school;0.0;0.13487860019416864;17;34
Ninety-four percent of small businesses will face higher taxes under the Democrats plan;0.0;0.009601865477456006;11;12
Says Obama has never submitted a budget and Congress has worked for two years without passing one;0.5;0.6065216605664252;12;16
In one county alone in Ohio President Obama received 106258 votes. But there were only 98213 eligible voters;0.0;0.11709739336596892;8;17
Every taxpayer owes about $130000 to pay off the national debt;0.75;0.9267081548045458;5;10
Rick Perry has become a millionaire on the public payroll;0.75;0.026899123990343665;7;9
Says Mark Begich has taken campaign cash from the Kochs while Dan Sullivan hasnt;0.25;0.02085140206069025;8;13
I took on the worst road system in the country according to Truckers magazine. When I left they said it was the most improved road system in the country;0.75;0.45259154366525434;18;28
Says under the new health care law the patient-doctor relationship will be eliminated;0.0;0.0021893067433430558;9;12
You can go to Georgia and make about $6000 more a year as a teacher;1.0;0.23665318268165159;12;14
We have ten different tax brackets and if youre making $9000 youre already in the top tax bracket;0.0;0.8184947438208472;10;17
For the first time since 1990 American manufacturers are creating new jobs;0.0;0.9201687219013344;7;11
Household income in America has gone down for families an average of $4000 in the last four years while it went up $5000 under Mitt Romney when he was governor of Massachusett;0.0;0.17403241971606787;23;31
The average bonus on Wall Street is about $100000The bonuses on Wall Street are down 44 percent;0.75;0.0519754409182156;8;16
Says he has never voted for raising taxes;1.0;0.00636576330366323;7;7
Says Bill Clinton and George Bush both say build the Keystone XL;1.0;0.007346586581891579;8;11
Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers at a rate of one per month;0.5;0.05201190599553551;14;27
The Affordable Care Act is not the law of the land;0.0;0.42376202329518375;10;10
Says that Republicans bragged about how every bill was going to be paid for right from the beginning and that the first vote the repeal of health care reform violated that rule;0.75;0.08884875280858151;22;31
Says Obama doubled funding for the Pell Grant;0.75;1.0;4;7
Thousands in China owe their jobs to Mitt Romneys companies;0.5;0.6888444552990886;5;9
Says Mitt Romney refused to say whether hed sign the Lilly Ledbetter bill;0.75;0.942897590324572;7;12
Chris Coons has Marxist beliefs;0.0;1.0;1;4
The financial services regulatory bill will end taxpayer bailouts;0.25;0.07738132670369802;5;8
Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector;0.0;0.1876822591226952;10;14
Recovery.gov listed congressional districts that do not exist;0.75;0.023878554487305803;5;7
According to the Congressional Budget Office as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare;0.5;0.04852768614643055;14;19
The president has said the national security threat facing America the top one is global warming;0.25;0.09494004425670388;8;15
After merging with Tim Hortons of Canada Burger King is not moving. Our headquarters will remain in Miami and we will continue to pay all of our federal state and local U.S. taxes;0.5;0.15350534868060983;18;32
The economy is too weak to raise income levels;0.75;0.050193483148706974;6;8
John McCains health care plan wont guarantee coverage of cancer screenings or maternity care;1.0;0.01029258752929274;7;13
Says Dick Cheney supported gay marriage soonerthan Hillary Clinton;1.0;0.00048083098651385825;3;8
After the 9/11 terrorist attacks grounded commercial air traffic there was a temperature drop while the airplanes werent flying for the week afterwards;0.25;0.005244376534064621;10;22
A state reports projection is that approximately half of public employees would live outside municipal boundaries in a decade if the state bans local residency requirements;0.25;0.2686546411267565;13;25
The annual gross domestic product of metro Atlanta is bigger than 28 states in the union;1.0;0.9653401653713184;11;15
Per-student K-12 state funding for Portland Public Schools has dipped from $6036 in the 2007-2008 school year to $5644 in the 2010-2011 school yea;0.5;0.4949643332838253;8;23
Says Russ Feingolds campaign is powered by small-dollar contributions like ours;0.75;0.02593248445428009;2;10
Says Mitt Romney and George Allen would overturn Roe v. Wade and allow states to end safe legal abortion even in cases of rape incest or when a womans life is at risk;0.5;0.8974743031247182;23;32
In 2006 Charlie Crist opposed in-state tuition for illegal immigrants;1.0;0.031043683835743074;6;9
In 1978 a student who worked a minimum-wage summer job could afford to pay a years full tuition at the 4-year public university of their choice;0.75;0.12276167578355912;11;25
Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care;0.0;0.00606942136496913;17;18
In Wisconsin 6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans;0.5;0.8577625831996556;12;18
Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts then on forum day tweeted that hed just been running with his dog;0.75;0.8184947438208472;10;27
Freds never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesnt support the human life amendment which is most amazing because thats been a part of the Republican platform since 1980;0.5;0.2560795114763528;21;39
In 1928 school boards sent home letters with children saying that if Al Smith is elected president you will not be allowed to have or read a Bible;0.5;0.22146966850567318;11;27
Usually its about $900 a month to get health coverage. Floridas program has reduced that on average to about $150 a month;0.0;0.8997409993598431;13;21
On same-sex marriag;0.0;0.0;1;2
Ohios judges compared to other similar states are being woefully underpaid;0.75;0.770473681037928;4;10
Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade;0.0;0.050193483148706974;6;13
Compared to President Obama President Reagan rushed home from Santa Barbara vacation from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians;0.25;0.8503632253869596;15;28
Americans increasingly want the Affordable Care Act to be repealed;0.25;0.6806821739359428;5;9
I supported tort reform with regard to securitiesproduct liabilityinterstate commerce;0.75;0.0677731535173326;5;9
Says state Sen. Morgan Carrolls votes made it easier to sue doctors small businesses even nurses. Putting her own shady interests first;0.0;0.006818032771859772;8;21
Says the vaccine to prevent HPV can cause mental retardation;0.0;0.0519754409182156;4;9
A far different picture from the prior eight years which saw 115 increases in taxes and fees;1.0;0.11709739336596892;8;16
Mexico receives approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens;0.5;0.29875993211901397;14;25
Theres a big chunk of the country that thinks that I have been too soft on Wall Street;1.0;0.03642853925287193;13;17
The Congressional Budget Office a nonpartisan office did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade;1.0;0.21657321699762477;19;28
Barack Obama opposed a bill that would have saved Gianna Jessens life;0.0;0.09494004425670388;8;11
In 2001 former Federal Reserve chairman Alan Greenspan justified increasing spending and cutting taxes saying that we didnt really need to pay down the debt;0.25;0.02085140206069025;16;24
DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation;0.5;0.8039059103761041;11;17
Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education;0.0;0.5631917024002628;13;19
Says Glenn Nye voted in lock step with Nancy Pelosi 83 percentof the time;0.25;0.09494004425670388;8;13
I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors;0.0;0.20217999124526598;14;20
Says his elections proposal would allow a potential of 168 hours of early voting which I think is the most weve ever had;1.0;0.08784522701078434;13;22
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field;1.0;0.15265361138282763;18;28
Between 2000 and 2010 the illegal immigrant population of Texas increased by 60 percent while California and Florida had no increase;0.5;0.18950866785264597;17;20
Sen. Obama made the very argument he is now criticizing back in November 2006;0.5;0.8507173899598048;9;13
Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion;0.0;0.730302372333707;17;20
Says half the Americans dont pay any income taxes;1.0;0.9528338026275418;6;8
In Africa a child dies every minute because of malaria;0.75;0.97116124645847;4;9
Hate speech is excluded from protection under the First Amendment;0.0;0.0519754409182156;4;9
The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government;0.0;0.5631917024002628;13;16
Says that under Mitt Romney 89 million Americans could be denied coverage if they have a pre-existing condition;0.5;0.2536445495060502;12;17
Obama spent $7 billion to bring electricity to Africa failed miserably;0.0;0.01015072526707328;5;10
More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began;0.0;0.730302372333707;17;24
You must list all your guns on your 2010 tax return;0.0;0.0519754409182156;4;10
The Rev. Rick Warren has called Christians who advance a social gospel Marxists;0.25;0.97116124645847;4;12
Women in Florida make 83 cents for every dollar a man makes;0.75;0.8211737491161144;7;11
The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states;0.75;0.7088009649604982;14;22
Says Jeb Bush doesnt believe in a path to citizenship. If he did at one time he no longer does;0.75;0.0637946321092081;15;19
The Medicare drug program resulted in the program coming in 40 percent under budget. And the reason it was is because the design was right;0.5;0.11709739336596892;16;24
Says more than 8000 people have supported her campaign as volunteers donors and advisors and endorsers;0.5;0.13117796889088706;6;15
Re: Marco Rubios support of earmark ban: In 2002 alone he requested 37 earmarks worth $43 million;1.0;0.9771948359860736;5;16
Rick Santorum reformed welfare;0.5;0.02593248445428009;2;3
The Seminole gambling compact offers $3 billion in guaranteed revenue the largest share for any state in history;0.75;0.4619833034680525;7;17
There is a provision in the economic stimulus plan that means that students cannot meet together in their dorms if that dorm has been repaired with this federal money and have a prayer group or a Bible study;0.0;0.0704631750918826;22;37
President Obama said 22 times he could not authorize immigration reform by executive order;0.75;0.06834175339159121;11;13
Right now every single one of the oil companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties;0.5;0.11682327501066547;25;37
Business formation is still on the rise in Ohio So far in 2011 weve assisted w/ 44443 new business filings;0.75;0.925766185820849;9;19
The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities at the last minute in midnight phone calls;1.0;0.0704631750918826;11;22
In 2008 Mandel was re-elected to a second term representing a district with a 2:1 Democrat to Republican voter ratio;0.75;0.031477537289628765;7;19
Obama hasnt been to Iraq in years;0.75;0.005244376534064621;5;6
An audit of the last census found that over 370000 people living in Texas were not counted and our state lost an estimated $1 billion in federal funds as a result;0.0;0.7371810294453545;21;30
Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline all of which have said it would have a minimum impact on the environment;0.5;0.06632515973881759;20;29
Every time we put a ballot issue on it costs a million dollars;0.5;0.0480039726496565;11;12
Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans;0.25;0.12276167578355912;11;17
Says city leadership is threatening to lay off police and emergency services personnel to balance the budget;0.0;0.009251118951939419;9;16
Cuts in local government and school funding in John Kasichs budget caused many communities to seek school levies local tax increases layoffs;0.5;0.025711854622990193;12;21
One out of every three automobile fatalities can be attributed to alcohol;1.0;0.4011779735260027;6;11
The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues;0.25;0.874630199682012;11;21
Says a Republican-drawn map of proposed U.S. House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991;0.75;0.0711396054451815;20;33
A million people could get health insurance right away if Texas expanded Medicaid under Obamacare;1.0;0.051687050826409564;10;14
In Texas public schools we spend an average of $12000 per pupil per year;0.25;0.14745377365602452;9;13
A new Republican litmus test would have resulted in the GOP kicking out Ronald Reagan;0.5;0.11709739336596892;8;14
Says Mark Kirk called for the mass arrest of 18000 African Americans andwas apparently fine with Trumps StillTooRacist call for mass deportation;0.0;0.16749810246995023;10;21
Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them;1.0;0.23665318268165159;8;19
Under Gov. John Kasichs budget proposal the top one percent in Ohio will pay $10000 less in income tax each year but Ohios working and middle class families will pay more;0.5;0.23665318268165159;20;30
The Treaty of Tripoli signed by President John Adams was his outreach to Muslims;0.5;0.0026166148961779268;5;13
The average age of planes in the Qatar Airways fleet is about four years while Delta Air Lines flies planes that are 35 years old;0.25;0.10394527442592028;13;24
We put a lid on Irans nuclear program without firing a single shot;0.75;0.11709739336596892;8;12
Says Syrian refugees are not being vetted and the FBI is not even being told where they are;0.25;0.4088693220285051;12;17
U.S. Embassy Celebrates Americas Independence on June 4th in Order to Accommodate Muslims;0.75;1.0;5;12
The murder rate in Atlanta is on the rise this year;1.0;0.925766185820849;9;10
More than 40000 troops are still stationed in Afghanistan with no clear objective. Even in the best case by the end of the year at least 10000 American soldiers will still be on the ground;0.5;0.6479126874185137;21;34
Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers;0.25;0.8280214430553572;7;13
