text;ground_truth;found;phrases_found;out_of
If you took every penny of the 1 percent including their dog you wouldnt even begin to balance the budget;0.25;0.20770417368151228;3;18
The Obama administration went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk;0.5;0.05815560488538685;8;25
Says Israel profiles based on ethnicity and does it very successfully;0.5;-1;0;9
Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion;0.0;-1;0;23
Under the new health care law all real estate transactions will be subject to a 3.8% Sales Ta;0.0;0.011076391063728819;10;16
Says Sherwin-Williams is making lead paint and poisoning people around the world;0.5;1.0;1;10
When the governor announced his jobs budget 99 folks from the Department of Taxation were let go the next day;1.0;1.0;2;18
If we use Tax Increment Financing funding thats going to take funds from the general fund for Pinellas County as it will take funds from the general fund for the city of St. Pete;0.0;0.8488667420802078;10;32
Illegal counterfeiting and piracy costs the U.S. economy $100 billion every year;0.0;0.005792623310811429;2;10
Some criminals have learned how to spy on Americans hacking into our home computers and looking out through the video camera attached to the screen;1.0;0.0;1;23
Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012;0.0;0.9395673136346481;5;14
Says Indiana Gov. Mike Pence denies that theres such a thing as evolution;0.5;1.0;3;11
Insurance companies have seen their profits soar by more than 400 percent since 2001;0.5;0.7013776033366;2;12
Since the stimulus package was passed Ohios lost over 100000 more jobs;1.0;0.9671367832120615;3;10
When Jim Doyle was governor and Mary Burke was commerce secretary Wisconsin saw billions in middle-class tax hikes on nursing home beds gas phones and garbage;0.0;0.9828176568382776;3;24
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office;0.75;0.8478670458551565;6;17
Says Russ Feingold got paid $8000 a lecture at Stanford University;0.25;0.08505706348692699;2;9
Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district;1.0;0.04913216863855341;9;21
Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water;0.5;0.8242317349523417;8;18
The first round of stimulus it created zero jobs;0.0;0.9828176568382776;3;7
The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support;0.25;0.9828176568382776;3;13
Say Apples Tim Cook will not do business with Indiana;0.0;-1;0;8
Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes;0.0;0.02788881517467079;4;17
By eliminating the public intervenors office I was the first one to fire Kathleen Falk;0.5;1.0;2;13
Says Rick Santorum voted to let convicted felons vote;0.5;1.0;3;7
The costs for families in the individual market for the same type of coverage that theyre currently receiving would go down 14 percent to 20 percent;0.5;0.5501798966339386;7;24
Says he voted no on the Wall Street bailouts;0.25;0.06244912855820939;5;7
Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month;0.25;0.0;1;17
Says Republicans want to cut education by 25 percent;0.75;0.11789879159264338;4;7
Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats;0.5;0.8899505959528512;3;11
80 percent of the American people havent gotten a pay raise since the crash;0.75;0.3223161333718103;5;12
Assault rifles already are banned;0.25;-1;0;3
Since 1990every continent has seen substantial gains with individual incomes growing by more than a third in every region of the developing world;0.75;0.7487724895143724;6;21
Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot;0.5;0.014145233668985902;3;26
On opposing legislation that would take away existing health care plans;0.5;0.06810278974304973;4;9
GDP was zero essentially for the last two quarters;0.0;1.0;2;7
Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law;0.0;0.8376095264083847;6;24
As a sign of extraordinary progress there are half as many primary-age children out of school today as there were 15 years ago;0.5;1.0;5;21
Hillary stood up for universal health care when almost no one else would and kept standing till 6-million kids had coverage;0.5;1.0;4;19
Says there have been some job gains in the McMansion State since Mr. Christie took office but they have lagged gains both in the nation as a whole and in New York and Connecticut the obvious points of comparison;1.0;0.6524552537942196;11;37
When Congressman Langevin took office gas was around $1.70 per gallon and now it is near $4 per gallon;0.25;1.0;1;17
Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates;0.75;0.04913216863855341;3;14
More people have watched Morning Joe than CNN and HLN 5 years in a row;0.75;1.0;3;13
The Obama Administrations own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the health care bill passes;0.0;0.04913216863855341;6;23
Says Wisconsin state Sen. Randy Hopper R-Fond du Lac has already been recalled;0.0;0.004498736376239321;7;11
Georgia lawmakers are now considering passing the most extreme gun bill in America;0.25;-1;0;11
In Congress right now were doing the best job we have ever done in women in the federal legislature but its still only 19 percent;1.0;0.13806470813290406;5;23
Most state employees did not receive any pay raise from 2009 to 2012;1.0;-1;0;11
A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations;0.0;-1;0;20
Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts;0.25;0.910824664211007;4;16
Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down;0.5;0.11789879159264338;4;14
The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations;0.25;-1;0;24
Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending;0.5;0.0;2;15
We have completely turned our economy around;0.5;-1;0;5
Theres only three countries in the entire world wheretheres no paid vacation by law we happen to be one of them;0.5;0.06605803364609475;7;19
An organized crime syndicate was extorting money from his Tom Ganleys business threatening his family but he fought back and won the FBIs highest civilian awar;1.0;-1;0;24
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care;0.75;0.20852431748894262;14;32
I am the only candidate who ran in either primary who said I will not raise taxes on the middle class;0.0;0.019904726983895227;16;19
By releasing only basic tax information former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state;0.5;0.0033460377504114236;3;22
22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law he said quote I just changed the law;0.75;0.764802578448279;10;34
A clause hidden in the Obamacare bill which is now law gives Obama the right to form a private army;0.0;0.004179037987139811;3;18
Since 2009 Georgias public schools have lost nearly 9000 classroom teachers while the number of students has gone up;1.0;0.6549837550914444;4;17
The Republicans have never done anything really to balance the budget;0.0;0.20770417368151228;3;9
On privatization of Social Security;0.0;0.06810278974304973;2;3
Romney signed government-mandated health care with taxpayer-funded abortions;0.25;1.0;1;6
The number of people who believeinsocialism is increasing;0.5;0.20770417368151228;3;6
The Obama administration even proposed banning farm kids from doing basic chores;0.0;0.0;1;10
Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security;0.0;0.004498736376239321;7;11
After years of 5.5 percent average tuition increases we now have a two-year tuition freeze for the first time in the history of the UW System;0.75;0.3775204709446296;9;24
Make no mistake  Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China;0.0;0.23654877881217407;3;17
The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons;0.0;-1;0;16
Were already bombing seven countries;1.0;-1;0;3
Ohio Republicans made significant gains during Chris McNultys time at the ORP including the extremely successful re-election of President Bush in Ohio;0.75;1.0;2;20
Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues  15 percent;0.5;0.4210784348999539;5;21
Says 67 percent of marriages now wind up in divorce;0.0;-1;0;8
Since 2001 higher education in the state has been cut or allowed to erode by 35 or 40 percent;0.75;0.5896227749614039;5;17
Says Hillary Clinton helped get done the Childrens Health Insurance Program;0.75;0.9662727084733965;5;9
Russ Feingold has not worked anywhere outside of politics;0.0;-1;0;7
Its taken more time to complete the Towpath Trail than it did to build the Ohio Erie Canal;1.0;0.8527386933822454;3;16
As the number of vaccines administered to children has increased in the United States so has the autism rate;0.0;0.6549837550914444;4;17
Scott Walker has even removed the 250000 jobs promise from his website;0.0;0.0;1;10
The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President and no longer to the Constitution;0.0;0.005311739492478873;5;24
After Texas defunded Planned Parenthood both the unintended pregnancy and abortion rates dropped;0.25;1.0;1;11
Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian;0.25;1.0;2;15
Says Rep. Maxine Waters D-Calif. only needs about 40000 to 50000 votes to win election to Congress compared with the 120000 votes King needs because Waters has a higher immigrant population;0.5;0.0;1;29
The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws;0.0;0.0;2;16
Says Judge Gonzalo Curiel is a member of a club or society very strongly pro-Mexican;0.25;0.0;3;13
We expanded charter schools;0.5;-1;0;2
Very few men outlive their own fertility;0.5;-1;0;5
Our economy is so much stronger than when Barack Obama and Joe Biden took office. Nearly 15 million new private-sector jobs;0.5;0.06810278974304962;6;19
Women own just 1 percent of the worlds land;0.0;0.5068644942135938;3;7
Senator Clinton tried to spend $1 million on the Woodstock Concert Museum;1.0;-1;0;10
Obama ad contends that John McCain endorses Rush Limbaughs comments about immigration;0.0;0.0;1;10
Obamacare will question your sex life;0.0;-1;0;4
Ive taken on the federal government and won;1.0;0.04913216863855341;3;6
The Democrats health care bill gives a new Health Choices Commissioner the right to look at an individuals tax return to determine what medical benefits or subsidies that person qualifies for;0.5;0.005311739492478873;5;29
Says restoring Georgia pre-k to a 180-day program was a real result of his leadership;0.5;0.0;3;13
Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision;0.0;0.001952957557980306;5;34
The fact is voter fraud is rampant;0.0;0.005792623310811429;2;5
Wisconsins non-discrimination law doesnt protect members of the trans-gender community;1.0;1.0;1;8
In 2008 Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire;0.75;0.32788358816263674;4;12
As mayor Barrett led efforts to redevelop the Menomonee Valley which now supports nearly 4000 jobs in Wisconsin;1.0;1.0;1;16
When is a farm bill not a farm bill? When 90 percent of it is for food stamps;0.75;0.32788358816263674;4;16
Says most states but not Texas permit jurors to ask questions of witnesses in trials;0.5;0.0;1;13
President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year;0.75;0.06810278974304973;4;14
Says 56 percentof the U.S.-Mexico border is not under our control;0.5;1.0;1;9
At protests in Wisconsin against proposed collective bargaining changes phony sick notes were passed out to excuse striking union members;0.75;0.0;1;18
Since Rep. John Boccieris election Ohio has lost 600000 jobs and his districts unemployment has doubled;0.0;0.0;1;14
I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote;0.5;0.9662727084733965;5;19
By the end of his first term President Obama will have added as much debt as all the prior 43 presidents combined;0.75;0.7835474958784301;11;20
Obama plans a tax increase for everyone earning more than $42000 a year;0.0;0.014145233668985902;3;11
Half the kids coming out of college this year cant find a job or a job thats consistent with a college degree;1.0;0.10862310939528319;6;20
Charlie Crist raised taxes in 2009 and wont rule out raising taxes again;0.75;0.910824664211007;4;11
The payday loan industry does not exist in a state like Minnesota;0.0;1.0;2;10
Heres the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats;0.25;0.9671367832120615;3;12
Says Rep. Charlie Bass R-NH voted to raise his own pay eight time;0.5;0.004637989970786016;4;11
Says Bruce Springsteen only had 8000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted;0.0;1.0;1;21
In January I outlined a plan to help revive our faltering economy which formed the basis for a bipartisan stimulus package that passed the Congress;0.25;0.04913216863855341;3;23
The state Legislature attempted to outlaw stem cell research passes bills about microchips in the brain and talks about seceding from the Union;0.75;0.020120144497182135;3;21
The CBO saysthe cost of health care reform will rise to $1.8 trillion increasing the price to far greater than the $900 billion originallyprojected;0.25;0.49326718365632194;6;22
Hillary Clinton has the only health care plan that covers every American;1.0;0.004664029413454784;5;10
Says the national heath care reform is a government takeover of health care;0.0;0.004179037987139811;6;11
In 40 years of broadcast I have never endorsed any candidate;1.0;0.06810278974304973;2;9
There was serious voter fraud in Virginia;0.0;0.0;4;5
In New York your chances of getting murdered are 1 in 25000. In Honduras its 1 in 14;0.5;1.0;2;16
Georgia spends in the top 10 nationally on education yet most of our education metrics hover in the bottom five;0.5;0.7013776033366;4;18
Thanks to Washington nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not;0.5;1.0;1;19
The 9/11 terroristsfriends family girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home and they wanted to watch their boyfriends on television;0.0;0.037468785821313966;7;34
The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett;0.0;0.06810278974304962;6;20
Mitt Romneys platform wont protect the mortgage interest tax deduction for middle-class families;0.25;1.0;1;11
Just 9 percent of Muslims in Pakistan view ISIS favorably. Unfortunately that 9 percent is 16 million people. And thats just one country;0.75;0.0;1;21
New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes;0.25;1.0;1;19
Says David Rivera received a $5000 campaign contribution from Congressman Spencer Bachus who is currently under House Ethics investigation for insider trading;0.75;0.06810278974304973;2;20
Georgia has more illegal aliens than the state of Arizona;1.0;0.04913216863855341;3;8
As Dane County executive Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010;1.0;0.32788358816263674;12;24
More people were killed by terrorists in 2015 than in any other year ever after an 80 percentincrease from 2014;0.75;0.7487724895143724;6;18
The financial penalties imposed on gay couples can cost us more than $300000 compared with married heterosexual couples over a lifetime;0.75;1.0;2;19
Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas;0.75;0.8969704220576006;4;13
Nearly 46 million Americans dont have health insurance coverage today;0.75;0.06244912855820939;5;8
Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues;0.5;0.23654877881217407;3;28
Governor Christie his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year he stated his support for it again;0.25;0.8478670458551565;6;30
In fact oil spills from tankers are far more common than the very rare leaks from rigs or pipelines;0.5;1.0;1;17
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama;0.75;0.11789879159264338;4;16
In her short time in the United States Senate the senator from New York Senator Clinton got $500-million worth of pork barrel projects;0.75;1.0;5;21
For several days in July of 2012 Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month an estimated 97% of the ice sheet thawed;0.5;0.7976284195673701;5;32
More than 40 percent of sales nationally are made without background checks;0.5;0.910824664211007;4;10
On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at;0.0;0.02245515499657913;5;22
The omnibus spending bill has 9427 pork barrel items;1.0;0.0;1;7
In his very first budget Milwaukee Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since;0.25;0.11789879159264338;8;26
Says President George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back;0.25;0.04682497673143238;10;30
The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed;0.0;0.0;1;14
CEOs now earn 431 times what their workers earn;0.5;-1;0;7
When the auto industry was going under car parts companies like Johnson Controls begged taxpayers for a bailout and they got one;0.5;1.0;1;20
We cut taxes 24 times;0.5;1.0;1;3
Almost 1 million children have no health insurance in this state;1.0;0.08505706348692699;2;9
When President Obama landed in Cuba on Air Force One no leader was there nobody to greet him  perhaps an incident without precedent in the long and prestigious history of Air Force One;0.5;1.0;5;31
Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States;0.0;0.860740325637201;8;24
Says his budget plan would cut our deficits by $4 trillion;0.5;0.7798445330850474;7;9
Says I never billed a single hour of my time to the City of Portland in the last 10 years  so no revolving door;0.25;0.5068644942135938;6;22
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years;0.0;0.13806470813290406;5;17
Red light camera installed to promote public safety;0.25;-1;0;6
Minimum wage = $16000/year CEO-Goldman Sachs Lloyd Blankfein $16000/Hour;0.0;-1;0;7
Obamas stimulus passed in his first month in office will cost more than the entire Iraq War;0.25;0.9770076510031275;4;15
Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail so they could rape and kill again;0.0;0.02788881517467079;4;26
According to Wikipedia there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth;1.0;0.32788358816263674;8;24
Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists;0.25;-1;0;11
As first lady Clinton would travel to places that were too small too poor or too dangerous for the president;0.25;-1;0;18
Marijuana is less addictive than both alcohol and tobacco;1.0;1.0;1;7
70 percent of Americans believe that we are on the wrong path;0.75;0.6292850946332721;6;10
Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise;0.5;-1;0;11
Pam Bondi refuses to take a position on the gay-adoption ban;0.0;0.014145233668985902;3;9
Under Obamacare people who have a doctor theyve been seeing for the last 15 or 20 years they wont be able to keep going to that doctor;0.25;0.06244912855820939;5;25
Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989;0.5;0.08505706348692699;2;15
Says Donald Trump promised to repeal Obamacare build a wall ban Muslims and more;0.75;0.23654877881217407;3;12
A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wag;0.5;1.0;1;24
HIV/AIDS is dramatically on the rise in the U.S. South;0.75;0.8969704220576006;4;8
Governor Perry you were a Democrat having worked for Al Gore as his campaign manage;0.5;1.0;1;13
Our debt to GDP ratios our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland Greece Portugal and Spain and all these countries we have been reading about;0.5;0.5593485231555044;8;44
By 12th grade more than 3 out of 10 girls have been pregnant at least once;0.5;0.7013776033366;2;14
The Iraq war has been our longest war;0.0;1.0;1;6
The United States is about to have the smallest Army since before WWII the smallest Navy since WWI and the smallest Air Force ever;0.5;0.39444150104911824;8;22
Federal law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence;0.25;0.23654877881217395;6;26
The most realistic estimates for jobs created by Keystone XL are maybe 2000 jobs during the construction of the pipeline;0.0;0.8527386933822454;3;18
When Mitt Romney was the governor of Massachusetts he performed 100 and Im not sure this number is right but my mind says its about 180 gay marriages;0.0;0.13806470813290406;5;26
Illegal immigration costs Georgia $2.4 billion a yea;0.5;0.0;2;6
Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare;0.0;0.0;1;17
Tom Barrett voted for the largest tax increase in history raising taxes on gas and Social Security;0.25;0.028380594111366952;9;15
California is home to the largest death row populationin the Western Hemisphere;1.0;0.11789879159264338;4;10
A private school tax break in the Wisconsin state budget is the most generous in the nation;0.5;0.1880471179676806;8;15
For every time the state gets paid a dollar in taxes on gambling somebody loses $6;0.5;0.9770076510031275;2;14
Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects;0.0;-1;0;20
For decades before I was elected governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it;0.5;0.7678935136786964;9;25
In the U.S. African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges;1.0;0.7910724806195053;4;20
Harris County Texas has some of the highest jailing and incarceration rates in the U.S. and the world;0.75;0.7910724806195053;8;16
Repealing the health care law would save $95 billion in 2016;0.0;0.0;2;9
A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions;1.0;1.0;2;16
Fifty percent of Americans will go hungry at some time in their lives;0.25;0.35957515364923753;4;11
Three years ago John McCain said Afghanistan we dont read about it anymore in papers because it succeeded;1.0;0.7910724806195053;4;16
Poverty levels are at an all-time high;0.25;0.9671367832120615;3;5
On ISIS Michael Bennet chose the Washington insiders over our generals;0.25;-1;0;9
You know Sen. McCain said the other day that we might have troops in Iraq for 100 year;1.0;0.8874462824332098;7;16
Says the state budget includes spending on commercials for Fortune 500 companies;1.0;0.35957515364923753;4;10
Says high-speed rail would have created 60000 jobs;0.0;1.0;1;6
Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform;0.5;0.06810278974304973;4;16
Since President Obama took office 2 million jobs. Gone;0.75;0.20770417368151228;3;7
Supported in-state tuition in Arkansas for illegal immigrants if youd sat in our schools from the time youre 5 or 6 years old and you had become an A-plus student among other things;0.25;0.13806470813290406;5;31
Health insurance premiums have almost doubled since 2000;1.0;0.0;1;6
Our economy could fall $1 trillion short of its full capacity which translates into more than $12000 in lost income for a family of four;0.5;0.32788358816263674;4;23
To pay for government growth leaders of both parties borrowed $4 billion a day leaving us with todays $14 trillion debt;0.75;0.20770417368151228;3;19
Says that except for Donald Trump every other major party nominee for the past 40 years has released their tax returns;0.75;0.08505706348692699;4;19
Senate Bill 1070 simply just mirrors federal law;0.25;-1;0;6
I helped write the Affordable Care Act;0.25;0.014145233668985902;3;5
Dolphins are rapists. Look it up;0.0;1.0;1;4
The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over;0.75;0.7868944181148894;7;22
Republicans are trying to impeach our president;0.25;0.0;1;5
Weve had a dramatic drop in violent crime since this law stand your ground has been in effect;0.5;0.7768373950854495;3;16
My recommended budget includes $1 billion in new state funding for education;0.5;0.35957515364923753;4;10
The pay-as-you-go law was a big reason why we had record surpluses in the 1990s;0.5;0.04913216863855341;3;13
In 1998 nearly half of Floridas fourth-graders were functionally illiterate. Today 72% of them can read;0.75;1.0;1;14
In the late 1980s the U.S. was nearly the lowest-taxed nation in the world and a quarter century later were nearly the highest;0.25;0.4210784348999539;5;21
Proposed federal regulations would affect every streetsign in the countr;1.0;-1;0;8
There are 100 members of the U.S. Senate. Fifty-seven of them including Russ Feingold are lawyers. There are zero manufacturers and one accountant;0.75;0.8527386933822454;3;21
Scott Maddox is a lobbyist;1.0;0.0;1;3
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent;0.75;0.25796407603037563;6;22
Democrats have said that even one hearing on the stimulus bill would be one too many and that we have a single day to approve these five complex propositions that will affect the lives of millions;1.0;0.10245365278554308;9;34
Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best where African-American turnout actually exceeds white turnout? Mississippi;0.5;0.39444150104911824;4;31
The National Science Foundation awarded $700000 to fund a climate change musical;1.0;0.0;3;10
Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara;0.5;0.0;1;14
Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead;0.25;0.004498736376239321;7;21
Says that as Wisconsin governor he never raised taxes;0.0;1.0;3;7
In the past decade in New York State more than 30 current and former state officeholders have been convicted sanctioned or accused of wrongdoing more than any other state;1.0;0.633469259152083;9;27
Why didnt uninsured Americans buy insurance? Because of the expense;1.0;1.0;1;8
Nearly 100000 people get shot every year. Thats 270 people a day and 87 dead;0.75;0.0;1;13
Congress just passed another huge pork-filled spending bill. The Democrats allowed less than a day to read all 3400 pages and stuffed it with nearly 10000 earmarks costing about $10-billion dollars;0.5;0.20770417368151228;3;29
This census is also the shortest and least intrusive count in modern history;0.75;0.0;1;11
Says Charlie Crist voted against minimum wage when he was in the Senate;0.0;0.4210784348999539;5;11
Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice;0.0;-1;0;13
Renewable energy projects get us off foreign oil and away step by step from these foreign entanglements that we have to get into to defend our oil supply;0.25;0.32788358816263674;4;26
I have disagreed strongly with the Bush administration on this issue of global warming;1.0;1.0;1;12
Says Donald Trump has saidhewould be neutral between Israel and its enemies;0.5;0.7013776033366;2;10
Dave Brat said the best way to fix Social Security would be to give seniors back what they paid in and no more;0.25;0.04913216863855341;3;21
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff;0.0;-1;0;13
