text;grand_truth;calculated;dif;found phrases;out of
Women own just 1 percent of the worlds land;0;1.0;-1.0;4;8
Senator Clinton tried to spend $1 million on the Woodstock Concert Museum;1;0.4581485868717865;0.5418514131282135;6;11
Obama ad contends that John McCain endorses Rush Limbaughs comments about immigration;0;0.44726729788048003;-0.44726729788048003;2;11
Obamacare will question your sex life;0;1.0;-1.0;1;5
Ive taken on the federal government and won;1;0.4402461755303554;0.5597538244696446;6;7
The Democrats health care bill gives a new Health Choices Commissioner the right to look at an individuals tax return to determine what medical benefits or subsidies that person qualifies for;0.5;0.21594495398390612;0.2840550460160939;18;30
Says restoring Georgia pre-k to a 180-day program was a real result of his leadership;0.5;0.26345958618171217;0.23654041381828783;9;14
Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision;0;0.2970833781825286;-0.2970833781825286;21;35
The fact is voter fraud is rampant;0;0.19419091671213085;-0.19419091671213085;4;6
Wisconsins non-discrimination law doesnt protect members of the trans-gender community;1;1.0;0.0;2;9
In 2008 Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire;0.75;0.43000122290082476;0.31999877709917524;10;13
As mayor Barrett led efforts to redevelop the Menomonee Valley which now supports nearly 4000 jobs in Wisconsin;1;0.3728090530782585;0.6271909469217415;7;17
When is a farm bill not a farm bill? When 90 percent of it is for food stamps;0.75;0.2462209328449566;0.5037790671550434;12;17
Says most states but not Texas permit jurors to ask questions of witnesses in trials;0.5;0.35448402650314315;0.14551597349685685;6;14
President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year;0.75;0.37024726100561567;0.37975273899438433;9;15
Says 56 percentof the U.S.-Mexico border is not under our control;0.5;0.4402461755303554;0.05975382446964461;6;10
At protests in Wisconsin against proposed collective bargaining changes phony sick notes were passed out to excuse striking union members;0.75;0.3900382972448524;0.3599617027551476;7;19
Since Rep. John Boccieris election Ohio has lost 600000 jobs and his districts unemployment has doubled;0;0.27889724234561786;-0.27889724234561786;7;15
I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote;0.5;0.3483465209450022;0.15165347905499782;11;20
By the end of his first term President Obama will have added as much debt as all the prior 43 presidents combined;0.75;0.4303980250174555;0.3196019749825445;17;21
Obama plans a tax increase for everyone earning more than $42000 a year;0;0.31138280037784216;-0.31138280037784216;10;12
Half the kids coming out of college this year cant find a job or a job thats consistent with a college degree;1;0.4607401109197692;0.5392598890802308;16;21
Charlie Crist raised taxes in 2009 and wont rule out raising taxes again;0.75;0.41232625474145423;0.33767374525854577;8;12
The payday loan industry does not exist in a state like Minnesota;0;0.3771449470124749;-0.3771449470124749;7;11
Heres the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats;0.25;0.5235679708471976;-0.27356797084719764;6;13
Says Rep. Charlie Bass R-NH voted to raise his own pay eight time;0.5;0.2608339088715186;0.23916609112848142;7;12
Says Bruce Springsteen only had 8000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted;0;0.4817415405828023;-0.4817415405828023;12;22
In January I outlined a plan to help revive our faltering economy which formed the basis for a bipartisan stimulus package that passed the Congress;0.25;0.3935321280145865;-0.14353212801458648;11;24
The state Legislature attempted to outlaw stem cell research passes bills about microchips in the brain and talks about seceding from the Union;0.75;0.38135037368810565;0.36864962631189435;10;22
The CBO saysthe cost of health care reform will rise to $1.8 trillion increasing the price to far greater than the $900 billion originallyprojected;0.25;0.34997755021788335;-0.09997755021788335;14;23
Hillary Clinton has the only health care plan that covers every American;1;0.23354469171832948;0.7664553082816705;10;11
Says the national heath care reform is a government takeover of health care;0;0.1957184910429477;-0.1957184910429477;9;12
In 40 years of broadcast I have never endorsed any candidate;1;0.3701728926257215;0.6298271073742785;6;10
There was serious voter fraud in Virginia;0;0.16607406734943797;-0.16607406734943797;6;6
In New York your chances of getting murdered are 1 in 25000. In Honduras its 1 in 14;0.5;0.44757481548924993;0.05242518451075007;7;17
Georgia spends in the top 10 nationally on education yet most of our education metrics hover in the bottom five;0.5;0.4785473534825242;0.021452646517475804;9;19
Thanks to Washington nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not;0.5;0.4365931647278417;0.06340683527215829;12;20
The 9/11 terroristsfriends family girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home and they wanted to watch their boyfriends on television;0;0.315011802942331;-0.315011802942331;19;35
The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett;0;0.29494348483651855;-0.29494348483651855;14;21
Mitt Romneys platform wont protect the mortgage interest tax deduction for middle-class families;0.25;0.3174805176367892;-0.0674805176367892;6;12
Just 9 percent of Muslims in Pakistan view ISIS favorably. Unfortunately that 9 percent is 16 million people. And thats just one country;0.75;0.3788696085521498;0.3711303914478502;11;22
New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes;0.25;0.4137820686550683;-0.16378206865506828;12;20
Says David Rivera received a $5000 campaign contribution from Congressman Spencer Bachus who is currently under House Ethics investigation for insider trading;0.75;0.328741779976081;0.421258220023919;11;21
Georgia has more illegal aliens than the state of Arizona;1;0.40242870483030835;0.5975712951696917;8;9
As Dane County executive Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010;1;0.45495182691094893;0.5450481730890511;22;25
More people were killed by terrorists in 2015 than in any other year ever after an 80 percentincrease from 2014;0.75;0.37071559955377287;0.37928440044622713;15;19
The financial penalties imposed on gay couples can cost us more than $300000 compared with married heterosexual couples over a lifetime;0.75;0.4393926374974856;0.3106073625025144;10;20
Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas;0.75;0.3736181077179992;0.3763818922820008;9;14
Nearly 46 million Americans dont have health insurance coverage today;0.75;0.4402461755303554;0.3097538244696446;6;9
Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues;0.5;0.3655858137741437;0.13441418622585632;15;29
Governor Christie his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year he stated his support for it again;0.25;0.3458979364276181;-0.09589793642761812;20;31
In fact oil spills from tankers are far more common than the very rare leaks from rigs or pipelines;0.5;0.3487276933978184;0.1512723066021816;8;18
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama;0.75;0.33457747462675325;0.41542252537324675;11;17
In her short time in the United States Senate the senator from New York Senator Clinton got $500-million worth of pork barrel projects;0.75;0.40924272900386294;0.34075727099613706;13;22
For several days in July of 2012 Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month an estimated 97% of the ice sheet thawed;0.5;0.3816116916619049;0.1183883083380951;14;33
More than 40 percent of sales nationally are made without background checks;0.5;0.45628773467360983;0.043712265326390165;7;11
On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at;0;0.30891151495219016;-0.30891151495219016;11;23
The omnibus spending bill has 9427 pork barrel items;1;0.2135110389321374;0.7864889610678626;5;8
In his very first budget Milwaukee Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since;0.25;0.40342996930517805;-0.15342996930517805;21;27
Says President George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back;0.25;0.3276803016373049;-0.07768030163730488;24;31
The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed;0;0.3095779355322299;-0.3095779355322299;7;15
CEOs now earn 431 times what their workers earn;0.5;1.0;-0.5;2;8
When the auto industry was going under car parts companies like Johnson Controls begged taxpayers for a bailout and they got one;0.5;0.3687432582924661;0.13125674170753387;10;21
We cut taxes 24 times;0.5;1.0;-0.5;2;4
Almost 1 million children have no health insurance in this state;1;0.38381410813794525;0.6161858918620547;8;10
When President Obama landed in Cuba on Air Force One no leader was there nobody to greet him  perhaps an incident without precedent in the long and prestigious history of Air Force One;0.5;0.442985116173061;0.05701488382693898;14;32
Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States;0;0.3876390645536065;-0.3876390645536065;13;25
Says his budget plan would cut our deficits by $4 trillion;0.5;0.4393926374974856;0.06060736250251442;10;10
Says I never billed a single hour of my time to the City of Portland in the last 10 years  so no revolving door;0.25;0.4507466559079907;-0.20074665590799068;14;23
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years;0;0.45590775577550524;-0.45590775577550524;12;18
Red light camera installed to promote public safety;0.25;0.3963937704750441;-0.1463937704750441;3;7
Minimum wage = $16000/year CEO-Goldman Sachs Lloyd Blankfein $16000/Hour;0;1.0;-1.0;1;8
Obamas stimulus passed in his first month in office will cost more than the entire Iraq War;0.25;0.41232625474145423;-0.16232625474145423;12;16
Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail so they could rape and kill again;0;0.299187920376488;-0.299187920376488;11;27
According to Wikipedia there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth;1;0.6355511461113704;0.3644488538886296;15;25
Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists;0.25;0.34019308275474514;-0.09019308275474514;4;12
As first lady Clinton would travel to places that were too small too poor or too dangerous for the president;0.25;0.35586881686918115;-0.10586881686918115;9;19
Marijuana is less addictive than both alcohol and tobacco;1;0.7388949115821921;0.2611050884178079;4;8
70 percent of Americans believe that we are on the wrong path;0.75;0.5311103664025438;0.21888963359745617;10;11
Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise;0.5;0.30885110803501414;0.19114889196498586;4;12
Pam Bondi refuses to take a position on the gay-adoption ban;0;0.3613766154759779;-0.3613766154759779;6;10
Under Obamacare people who have a doctor theyve been seeing for the last 15 or 20 years they wont be able to keep going to that doctor;0.25;0.331107993995015;-0.081107993995015;18;26
Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989;0.5;0.40242870483030835;0.09757129516969165;8;16
Says Donald Trump promised to repeal Obamacare build a wall ban Muslims and more;0.75;0.32497618348847324;0.42502381651152676;10;13
A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wag;0.5;0.39767115009864085;0.10232884990135915;13;25
HIV/AIDS is dramatically on the rise in the U.S. South;0.75;0.5300970329972836;0.2199029670027164;5;9
Governor Perry you were a Democrat having worked for Al Gore as his campaign manage;0.5;0.35769433112751037;0.14230566887248963;7;14
Our debt to GDP ratios our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland Greece Portugal and Spain and all these countries we have been reading about;0.5;0.45825298600396025;0.04174701399603975;23;45
By 12th grade more than 3 out of 10 girls have been pregnant at least once;0.5;0.5214948768859688;-0.02149487688596885;7;15
The Iraq war has been our longest war;0;1.0;-1.0;3;7
The United States is about to have the smallest Army since before WWII the smallest Navy since WWI and the smallest Air Force ever;0.5;0.6515911241838117;-0.1515911241838117;17;23
Federal law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence;0.25;0.33459163791829716;-0.08459163791829716;19;27
The most realistic estimates for jobs created by Keystone XL are maybe 2000 jobs during the construction of the pipeline;0;0.3942489128619645;-0.3942489128619645;12;19
When Mitt Romney was the governor of Massachusetts he performed 100 and Im not sure this number is right but my mind says its about 180 gay marriages;0;0.38636698702743666;-0.38636698702743666;14;27
Illegal immigration costs Georgia $2.4 billion a yea;0.5;0.19995761057706163;0.30004238942293837;6;7
Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare;0;0.3016090608524079;-0.3016090608524079;11;18
Tom Barrett voted for the largest tax increase in history raising taxes on gas and Social Security;0.25;0.28707237462531643;-0.03707237462531643;13;16
California is home to the largest death row populationin the Western Hemisphere;1;0.31830925992783154;0.6816907400721685;8;11
A private school tax break in the Wisconsin state budget is the most generous in the nation;0.5;0.344247377258985;0.15575262274101498;14;16
For every time the state gets paid a dollar in taxes on gambling somebody loses $6;0.5;0.30622433847635167;0.19377566152364833;9;15
Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects;0;0.3532414643945643;-0.3532414643945643;9;21
For decades before I was elected governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it;0.5;0.4405056481040527;0.05949435189594732;16;26
